School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
Ivanhoe Grammar School,The Ridgeway,IVANHOE,3079,66,Banyule (C),145.04448,-37.77252
St Brigid's School,1 High Street,HEALESVILLE,3777,745,Yarra Ranges (S),145.5158,-37.65868
St James School,60 Nar Nar Goon Road,NAR NAR GOON,3812,145,Cardinia (S),145.57319,-38.07303
Scotch College,1 Morrison Street,HAWTHORN,3122,111,Boroondara (C),145.03229,-37.83392
St Mary's School,91 Manning Road,MALVERN EAST,3145,635,Stonnington (C),145.05292,-37.87302
St Leonard's College,163 South Rd,BRIGHTON EAST,3187,91,Bayside (C),145.00755,-37.92863
Holy Rosary School,37 Gower Street,KENSINGTON,3031,460,Melbourne (C),144.92878,-37.79558
St Aloysius' School,34 Stevens Street,QUEENSCLIFF,3225,608,Queenscliffe (B),144.6553,-38.26868
St Anthony's School,52 Austin Street,ALPHINGTON,3078,189,Darebin (C),145.02036,-37.78007
St Joseph's School,49 Stanhope Street,MALVERN,3144,635,Stonnington (C),145.03116,-37.85807
St Mary's School,5 Buckley Street,YARRAM,3971,681,Wellington (S),146.67597,-38.5569
Holy Rosary School,556 Napier Street,WHITE HILLS,3550,262,Greater Bendigo (C),144.31057,-36.72487
St Columba's School,24 Glenhuntly Road,ELWOOD,3184,590,Port Phillip (C),144.98112,-37.88253
Our Lady of the Rosary,43-47 Edgecombe Street,KYNETON,3444,413,Macedon Ranges (S),144.46212,-37.25051
Tintern Grammar,90 Alexandra Road,RINGWOOD EAST,3135,441,Maroondah (C),145.25669,-37.81552
St Mary's School,2 Murlong Street,SWAN HILL,3585,661,Swan Hill (RC),143.5456,-35.32846
Toorak College,73 Old Mornington Road,MT ELIZA,3930,534,Mornington Peninsula (S),145.09346,-38.17226
St Mary's School,69 Marine Parade,HASTINGS,3915,534,Mornington Peninsula (S),145.1917,-38.30344
St Brendan's School,727 Corangamite Lake Road,CORAGULAC,3249,175,Colac-Otway (S),143.5188,-38.27065
Our Lady of the Immaculate Conception School,32 Station Place,SUNSHINE,3020,118,Brimbank (C),144.83556,-37.78945
St Mary's School,2 Mansfield Street,THORNBURY,3071,189,Darebin (C),145.00166,-37.75684
St John's School,263 Russell Street,DENNINGTON,3280,673,Warrnambool (C),142.44614,-38.3515
St Catherine's School,17 Heyington Place,TOORAK,3142,635,Stonnington (C),145.02127,-37.8383
Lowther Hall Anglican Grammar School,17 Leslie Road,ESSENDON,3040,506,Moonee Valley (C),144.91497,-37.75991
St Brigid's College,97 Robinson Street,HORSHAM,3400,319,Horsham (RC),142.20795,-36.71731
St Joan of Arc School,30 Dendy Street,BRIGHTON,3186,91,Bayside (C),144.99415,-37.92011
St John's School,37 Anderson Street,EUROA,3666,643,Strathbogie (S),145.56987,-36.75337
Penleigh & Essendon Grammar School,163 Rachelle Road,KEILOR EAST,3033,506,Moonee Valley (C),144.87034,-37.73215
St John's School,34 Essex Street,FOOTSCRAY,3011,433,Maribyrnong (C),144.88522,-37.79582
St Joseph's School,1-25 Broadway Street,COBRAM,3644,490,Moira (S),145.65236,-35.91707
Shelford Girls' Grammar,3 Hood Crescent,CAULFIELD,3161,231,Glen Eira (C),145.01132,-37.87791
Mary Immaculate School,9 Rockbeare Grove,IVANHOE,3079,66,Banyule (C),145.03876,-37.77194
St Joseph's School,367 High Street,NAGAMBIE,3608,643,Strathbogie (S),145.15405,-36.78161
Our Lady of Lourdes School,7 Wynnstay Road,PRAHRAN EAST,3181,635,Stonnington (C),145.00946,-37.85246
St Joseph's School,4-8 Raymond Street,ORBOST,3888,211,East Gippsland (S),148.45563,-37.70917
Mentone Grammar School,63 Venice Street,MENTONE,3194,343,Kingston (C),145.06812,-37.98769
Ivanhoe Girls' Grammar School,123 Marshall St,IVANHOE,3079,66,Banyule (C),145.04672,-37.76527
St Mary's School,43 O'Donnell Avenue,MYRTLEFORD,3737,11,Alpine (S),146.72693,-36.55357
Carey Baptist Grammar School,349 Barkers Road,KEW,3101,111,Boroondara (C),145.04782,-37.81478
Kilvington Grammar School,2 Leila Road,ORMOND,3204,231,Glen Eira (C),145.04122,-37.89952
Haileybury College,855 Springvale Rd,KEYSBOROUGH,3173,267,Greater Dandenong (C),145.14643,-37.99598
St Therese's School,25-31 Edward Street,ESSENDON,3040,506,Moonee Valley (C),144.91031,-37.75111
Sacred Heart School,5 The Parade,YEA,3717,562,Murrindindi (S),145.42461,-37.21455
Our Lady of Good Counsel School,12 Whitehorse Rd,DEEPDENE,3103,111,Boroondara (C),145.06279,-37.81108
Strathcona Baptist Girls' Grammar,34 Scott Street,CANTERBURY,3126,111,Boroondara (C),145.08037,-37.82918
Mentone Girls' Grammar School,11 Mentone Parade,MENTONE,3194,343,Kingston (C),145.06346,-37.98938
St Joseph's School,362 Station Street,CHELSEA,3196,343,Kingston (C),145.11859,-38.05544
Gippsland Grammar,417 York Street,SALE,3850,681,Wellington (S),147.06463,-38.09365
St Finbar's School,90 Centre Road,BRIGHTON EAST,3187,91,Bayside (C),145.01746,-37.91628
Loreto Mandeville Hall,10 Mandeville Crescent,TOORAK,3142,635,Stonnington (C),145.01489,-37.84819
St Dominic's School,145 Highfield Road,CAMBERWELL EAST,3124,111,Boroondara (C),145.08384,-37.83892
St Mary's School,59 Holyrood Street,HAMPTON,3188,91,Bayside (C),145.0009,-37.93305
Holy Rosary School,18 Pohlman Street,HEATHCOTE,3523,262,Greater Bendigo (C),144.70111,-36.91768
St Mary's School,45-49 King Edward Street,COHUNA,3568,225,Gannawarra (S),144.21854,-35.80823
Camberwell Grammar School,55 Mont Albert Road,CANTERBURY,3126,111,Boroondara (C),145.06641,-37.81609
St Joseph's School,17 Martin Street,CRIB POINT,3919,534,Mornington Peninsula (S),145.20281,-38.36147
Brighton Grammar School,90 Outer Crescent,BRIGHTON,3186,91,Bayside (C),144.99352,-37.91111
St Fidelis' School,52 Saunders Street,MORELAND,3058,525,Merri-bek (C),144.95156,-37.74984
Huntingtower School,77 Waimarie Drive,MT WAVERLEY,3149,497,Monash (C),145.13629,-37.87674
St Francis Xavier's School,1087 Whitehorse Road,BOX HILL,3128,698,Whitehorse (C),145.13149,-37.81849
St Mary's School,95A Railway Street,ALTONA,3018,311,Hobsons Bay (C),144.82838,-37.86666
Our Lady Help of Christians School,1-13 Henry Street,ELTHAM,3095,571,Nillumbik (S),145.14791,-37.71612
Our Lady of the Sacred Heart School,18 Box Street,MERBEIN,3505,478,Mildura (RC),142.05309,-34.16686
St Francis Xavier School,8 Park Street,FRANKSTON,3199,217,Frankston (C),145.1262,-38.1488
Our Lady of Sion College,1065 Whitehorse Road,BOX HILL,3128,698,Whitehorse (C),145.12992,-37.81835
St Gabriel's School,237 Spring Street,RESERVOIR,3073,189,Darebin (C),145.00512,-37.71802
St Paul's School,122 Jasper Road,BENTLEIGH,3204,231,Glen Eira (C),145.04147,-37.92283
St Joseph's School,544 Balcombe Road,BLACK ROCK,3193,91,Bayside (C),145.02316,-37.97592
Salesian College Sunbury,1 Macedon Street,SUNBURY,3429,327,Hume (C),144.73903,-37.57264
St Patrick's School,2 Merrick Street,STRATFORD,3862,681,Wellington (S),147.07768,-37.96726
Kingswood College,355 Station Street,BOX HILL,3128,698,Whitehorse (C),145.11863,-37.83278
St Joseph's School,58 Waterloo Road,TRAFALGAR,3824,83,Baw Baw (S),146.15219,-38.20721
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163,231,Glen Eira (C),145.06527,-37.90178
St Roch's School,Glenvale Road,GLEN IRIS,3146,635,Stonnington (C),145.05231,-37.85736
St Margaret’s Berwick Grammar,27-47 Gloucester Ave,BERWICK,3806,161,Casey (C),145.34654,-38.03535
Camberwell Girls Grammar School,2 Torrington Street,CANTERBURY,3126,111,Boroondara (C),145.0597,-37.81821
St Anne's School,7-19 Beresford Street,KEW EAST,3102,111,Boroondara (C),145.04981,-37.79538
Our Lady of Perpetual Help School,2 Wilana Street,RINGWOOD,3134,441,Maroondah (C),145.23218,-37.81642
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094,66,Banyule (C),145.12656,-37.71601
St Joseph's School,Constitution Hill Road,SORRENTO,3943,534,Mornington Peninsula (S),144.7418,-38.34047
St Cecilia's School,4 Van Ness Avenue,GLEN IRIS,3146,111,Boroondara (C),145.0646,-37.85009
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185,231,Glen Eira (C),145.00529,-37.88251
St Joseph's School,17 Fitzroy Avenue,RED CLIFFS,3496,478,Mildura (RC),142.18796,-34.30235
"Preshil, The Margaret Lyttle Memorial School",395 Barkers Road,KEW,3101,111,Boroondara (C),145.05221,-37.81593
St Peter's School,32 Wedge Street,EPPING,3076,707,Whittlesea (C),145.02755,-37.65054
Santa Maria College,50 Separation Street,NORTHCOTE,3070,189,Darebin (C),145.00248,-37.77036
Sacred Heart School,2 Mora Avenue,OAKLEIGH,3166,497,Monash (C),145.08692,-37.90184
St Mark's School,118 Argyle Street,FAWKNER,3060,525,Merri-bek (C),144.96362,-37.71628
St John the Baptist School,17 Forest Road,FERNTREE GULLY,3156,367,Knox (C),145.29517,-37.88738
St John's School,490 Whitehorse Road,MITCHAM,3132,698,Whitehorse (C),145.1904,-37.81744
St Mary's School,121-143 McLennan Street,MOOROOPNA,3629,283,Greater Shepparton (C),145.35422,-36.39605
St Raphael's School,Cooper Street,PRESTON WEST,3072,189,Darebin (C),144.99262,-37.7341
St Kevin's College,31 Moonga Road,TOORAK,3142,635,Stonnington (C),145.0247,-37.8354
St John the Baptist's School,Station Street,KOO WEE RUP,3981,145,Cardinia (S),145.48527,-38.19746
St Vincent de Paul's School,92 - 114 Woodland Street,STRATHMORE,3041,506,Moonee Valley (C),144.92413,-37.74214
St Joseph's College Geelong,135 Aphrasia Street,NEWTOWN,3220,275,Greater Geelong (C),144.33186,-38.1502
St Joseph's School,33 St John's Avenue,SPRINGVALE,3171,267,Greater Dandenong (C),145.15034,-37.95323
St Bede's College,2 Mentone Parade,MENTONE,3194,343,Kingston (C),145.06821,-37.99116
Holy Name School,12 Robb Street,PRESTON EAST,3073,189,Darebin (C),145.01857,-37.73026
Siena College Ltd,815 Riversdale Road,CAMBERWELL,3124,111,Boroondara (C),145.08258,-37.83366
St Bernard's School,36 Patterson Street,COBURG EAST,3058,525,Merri-bek (C),144.97271,-37.74742
St Oliver Plunkett's School,1-39 Landells Road,PASCOE VALE,3044,525,Merri-bek (C),144.94186,-37.73089
Corpus Christi School,380 Geelong Road,KINGSVILLE,3012,433,Maribyrnong (C),144.87292,-37.80853
St Robert's School,13 Nicholas Street,NEWTOWN,3220,275,Greater Geelong (C),144.34301,-38.15641
St Bernard's College,41 Rosehill Road,ESSENDON,3040,506,Moonee Valley (C),144.8832,-37.74939
Whitefriars College Inc,156 Park Road,DONVALE,3111,421,Manningham (C),145.19954,-37.7918
St Michael's School,268 High Street,ASHBURTON,3147,111,Boroondara (C),145.08248,-37.86413
St Mary's School,131 Powells Road,CLARKES HILL,3352,515,Moorabool (S),143.9887,-37.5004
Our Lady of the Sacred Heart College,111 Jasper Road,BENTLEIGH,3204,231,Glen Eira (C),145.03994,-37.92572
St Bede's School,2 Marwal Avenue,BALWYN NORTH,3104,111,Boroondara (C),145.0709,-37.79352
Salesian College Chadstone,10 Bosco Street,CHADSTONE,3148,497,Monash (C),145.10026,-37.88273
St Patrick's School,29 Leahy Street,NHILL,3418,298,Hindmarsh (S),141.64304,-36.33541
St Margaret's School,83 St Albans Road,GEELONG EAST,3219,275,Greater Geelong (C),144.37393,-38.16462
Mount Scopus Memorial College,245 Burwood Highway,BURWOOD,3125,698,Whitehorse (C),145.11777,-37.84722
St Kieran's School,Lloyd Street,MOE,3825,381,Latrobe (C),146.25356,-38.17937
Marcellin College,160 Bulleen Road,BULLEEN,3105,421,Manningham (C),145.08268,-37.77478
Marist-Sion College,165 Burke Street,WARRAGUL,3820,83,Baw Baw (S),145.91527,-38.15903
Henderson College,806-816 Cowra Ave,IRYMPLE,3498,478,Mildura (RC),142.15926,-34.22261
St Theresa's School,16 Drummartin Street,ALBION,3020,118,Brimbank (C),144.8202,-37.78219
St Bernadette's School,53 Stanley Street,IVANHOE WEST,3079,66,Banyule (C),145.03412,-37.76306
St Colman's School,46 Dunlop Street,MORTLAKE,3272,549,Moyne (S),142.80202,-38.07994
St Agnes' School,Peterson Street,HIGHETT,3190,91,Bayside (C),145.03183,-37.9461
Our Lady of the Assumption School,9 Centre Dandenong Road,CHELTENHAM,3192,343,Kingston (C),145.05971,-37.9655
Nunawading Christian College-Primary,Laughlin Ave,NUNAWADING,3131,698,Whitehorse (C),145.17005,-37.82192
Sacred Heart School,50 Monastery Drive,CROYDON,3136,441,Maroondah (C),145.27279,-37.79749
St Malachy's School,34 Lake Street,EDENHOPE,3318,689,West Wimmera (S),141.30005,-37.03403
Heritage College,333 Centre Road,NARRE WARREN SOUTH,3805,161,Casey (C),145.31652,-38.05022
St Mary's School,Myrtle Street,ALEXANDRA,3714,562,Murrindindi (S),145.71338,-37.19127
Resurrection House,6 Aberfeldie Street,ESSENDON,3040,506,Moonee Valley (C),144.9052,-37.75665
Adass Israel School,10-12 King Street,ELSTERNWICK,3185,231,Glen Eira (C),145.0082,-37.8839
Holy Spirit School,197 Clarendon Street,THORNBURY EAST,3071,189,Darebin (C),145.01619,-37.76085
Sacred Heart School,2-4 Winifred Street,ST ALBANS,3021,118,Brimbank (C),144.80005,-37.73769
St Thomas The Apostle School,67 Central Road,BLACKBURN,3130,698,Whitehorse (C),145.15743,-37.82325
St Mary's School,5-7 Southam Street,RUSHWORTH,3612,137,Campaspe (S),145.0112,-36.5878
St Michael's School,Davis Street,HEYFIELD,3858,681,Wellington (S),146.78427,-37.98075
St Thomas Aquinas School,51 Plume Street,NORLANE,3214,275,Greater Geelong (C),144.35882,-38.09017
St Pius X School,431 Waterdale Road,HEIDELBERG WEST,3081,66,Banyule (C),145.04629,-37.74692
St Margaret Mary's School,181 Hudsons Road,SPOTSWOOD,3015,311,Hobsons Bay (C),144.87773,-37.82908
Monivae College,133 Ballarat Road,HAMILTON,3300,626,Southern Grampians (S),142.04945,-37.74204
St Mary Magdalen’s School,15 Bambil Street,CHADSTONE,3148,497,Monash (C),145.1012,-37.87978
St Anthony's School,90 Buckley Street,NOBLE PARK,3174,267,Greater Dandenong (C),145.17243,-37.97171
St Peter's School,16 Mary Street,CLAYTON,3168,497,Monash (C),145.12186,-37.92314
St Joseph's School,33 Lascelles Street,HOPETOUN,3396,763,Yarriambiack (S),142.36219,-35.72393
Yeshivah College,88 Hotham Street,ST KILDA EAST,3183,231,Glen Eira (C),145.00034,-37.86812
St John Bosco's School,6 Teague Street,NIDDRIE,3042,506,Moonee Valley (C),144.88903,-37.74366
Holy Family School,143-147 Separation Street,BELL PARK,3215,275,Greater Geelong (C),144.33833,-38.1111
Holy Spirit Parish School,83 Minerva Road,MANIFOLD HEIGHTS,3218,275,Greater Geelong (C),144.32996,-38.13581
St Mary's School,210 Grimshaw Street,GREENSBOROUGH,3088,66,Banyule (C),145.09263,-37.70285
Mother of God School,67 Blanche Street,ARDEER,3022,118,Brimbank (C),144.80081,-37.77941
St Peter Chanel School,848 Ballarat Road,DEER PARK,3023,118,Brimbank (C),144.76927,-37.76853
Christ the King Primary School,28 Riley Court,BRAYBROOK,3019,433,Maribyrnong (C),144.86196,-37.78761
Corpus Christi School,13-21 Widford Street,GLENROY,3046,525,Merri-bek (C),144.9228,-37.70389
Killester College,433 Springvale Road,SPRINGVALE,3171,267,Greater Dandenong (C),145.15202,-37.95907
St Paul's School,Links Street,SUNSHINE WEST,3020,118,Brimbank (C),144.80752,-37.78753
St Patrick's School,5 Victoria Street,PYRAMID HILL,3575,394,Loddon (S),144.11184,-36.05485
Clonard College,225 Church Street,HERNE HILL,3218,275,Greater Geelong (C),144.33048,-38.13008
Stella Maris School,113 Oak Street,BEAUMARIS,3193,91,Bayside (C),145.04104,-37.98199
St Therese's School,27  Albion Street,KENNINGTON,3550,262,Greater Bendigo (C),144.29824,-36.7669
St Bernadette's School,2 Willey Street,SUNSHINE NORTH,3020,118,Brimbank (C),144.83528,-37.77116
St James' School,260 Albert Street,SEBASTOPOL,3356,57,Ballarat (C),143.84018,-37.60347
Rossbourne School,131 Power Street,HAWTHORN,3122,111,Boroondara (C),145.02655,-37.82304
Sacred Heart School,Olive Grove,MILDURA,3500,478,Mildura (RC),142.15224,-34.18733
Beth Rivkah Ladies College,14-20 Balaclava Road,ST KILDA EAST,3183,231,Glen Eira (C),145.00084,-37.86928
St Margaret's Primary School,67 The Esplanade,MARIBYRNONG,3032,433,Maribyrnong (C),144.89104,-37.7669
Immaculate Heart of Mary School,50-54 Monash Road,NEWBOROUGH,3825,381,Latrobe (C),146.29159,-38.18474
Holy Family School,250 Stephensons Road,MOUNT WAVERLEY,3149,497,Monash (C),145.12963,-37.87426
St Gerard's School,71 Gladstone Road,DANDENONG NORTH,3175,267,Greater Dandenong (C),145.20582,-37.97133
St Mel's School,35 Hamilton Street,SHEPPARTON SOUTH,3630,283,Greater Shepparton (C),145.41068,-36.39247
Our Lady of Perpetual Succour School,31 Erasmus Street,SURREY HILLS,3127,698,Whitehorse (C),145.11139,-37.83006
St Catherine's School,14-28 Fletcher Street,MOORABBIN,3189,343,Kingston (C),145.05217,-37.93822
Sacred Heart Girls' College,113 Warrigal Road,HUGHESDALE,3166,497,Monash (C),145.08608,-37.90216
St Vincent de Paul's School,2 Rowell Street,MORWELL EAST,3840,381,Latrobe (C),146.41548,-38.23061
St Peter's Lutheran School,6-26 Horsham Road,DIMBOOLA,3414,298,Hindmarsh (S),142.03758,-36.45706
St Mary's School,47 Hannon Street,SEA LAKE,3533,127,Buloke (S),142.85067,-35.50183
St Joseph's School,40 Milners Road,YARRA JUNCTION,3797,745,Yarra Ranges (S),145.61681,-37.79217
St Stephen's School,71 Whitelaw Street,RESERVOIR EAST,3073,189,Darebin (C),145.0192,-37.71157
St Brendan's School,Golf Links Road,LAKES ENTRANCE,3909,211,East Gippsland (S),148.01234,-37.87102
St Martin of Tours School,2-12 Silk Street,ROSANNA,3084,66,Banyule (C),145.07698,-37.73518
St Michael's School,Queen Elizabeth Drive,TALLANGATTA,3700,667,Towong (S),147.17342,-36.21623
Christ Our Holy Redeemer School,43 Ferntree Gully Road,OAKLEIGH EAST,3166,497,Monash (C),145.10575,-37.89616
Our Lady of the Nativity School,29 Fawkner Street,ABERFELDIE,3040,506,Moonee Valley (C),144.89658,-37.75635
St John's Regional College,5-11 Caroline Street,DANDENONG,3175,267,Greater Dandenong (C),145.22626,-37.99023
Nagle College,20 Hope Avenue,BAIRNSDALE,3875,211,East Gippsland (S),147.58766,-37.8371
St Mary's School,12 Watkin Street,ROBINVALE,3549,661,Swan Hill (RC),142.77851,-34.58471
Our Lady's School,White Street,WANGARATTA,3677,670,Wangaratta (RC),146.32114,-36.37219
Emmaus College,503 Springvale Road,VERMONT SOUTH,3133,698,Whitehorse (C),145.17411,-37.84779
St Dominic's School,408 Camp Road,BROADMEADOWS,3047,327,Hume (C),144.9237,-37.68506
St Patrick's School,Mangan Street,TONGALA,3621,137,Campaspe (S),144.95359,-36.25266
St Bridget's School,36 Sweyn Street,BALWYN NORTH,3104,111,Boroondara (C),145.10325,-37.79592
St Leonard's School,349 Springvale Road,GLEN WAVERLEY,3150,497,Monash (C),145.16389,-37.8868
St Scholastica's School,4-8 Starling Street,BENNETTSWOOD,3125,698,Whitehorse (C),145.12591,-37.85165
St Christopher's School,2-16 Doon Avenue,GLEN WAVERLEY,3150,497,Monash (C),145.1502,-37.8711
St John Vianney's School,Brisbane Terrace,PARKDALE EAST,3195,343,Kingston (C),145.09249,-37.99047
Ss Peter & Paul's School,16 Beverley Street,DONCASTER EAST,3109,421,Manningham (C),145.1534,-37.79055
St Mary of the Angels College,Chapel Street,NATHALIA,3638,490,Moira (S),145.20875,-36.05766
Holy Family School,100 Power Road,DOVETON,3177,161,Casey (C),145.23863,-37.9905
Aquinas College,46 Great Ryrie Street,RINGWOOD,3134,441,Maroondah (C),145.23494,-37.82306
Leibler Yavneh College,2 Nagle Avenue,ELSTERNWICK,3185,231,Glen Eira (C),145.00663,-37.89287
Peninsula Grammar,20 Wooralla Drive,MT ELIZA,3930,534,Mornington Peninsula (S),145.09069,-38.19817
St Matthew's School,95 William Street,FAWKNER NORTH,3060,525,Merri-bek (C),144.96795,-37.69816
St John Vianney's School,23 Police Road,MULGRAVE,3170,497,Monash (C),145.15956,-37.93272
St Luke's School,1A David Street,LALOR,3075,707,Whittlesea (C),145.01883,-37.67237
St Francis de Sales School,626 Pascoe Vale Road,OAK PARK,3046,525,Merri-bek (C),144.92108,-37.71885
St Thomas More's School,Reynold's Lane,BELGRAVE,3160,745,Yarra Ranges (S),145.35268,-37.90841
St Pius X School,32-34 Hoddle Street,WARRNAMBOOL WEST,3280,673,Warrnambool (C),142.46583,-38.36492
St Christopher's School,34 Roberts Road,AIRPORT WEST,3042,506,Moonee Valley (C),144.88025,-37.72501
Sacred Heart School,125 Hart Street,ELIMINYT,3250,175,Colac-Otway (S),143.57855,-38.35316
Sacred Heart School,25 Gipson Street,DIAMOND CREEK,3089,571,Nillumbik (S),145.15878,-37.67215
St Michael's School,16 Scanlan Street,BERWICK,3806,161,Casey (C),145.35357,-38.03382
Ave Maria College,14-22 Vida Street,ABERFELDIE,3040,506,Moonee Valley (C),144.89796,-37.75662
Bialik College,429 Auburn Road,HAWTHORN,3122,111,Boroondara (C),145.04337,-37.84227
Our Lady of the Way School,11-13 Green Avenue,KINGSBURY,3083,189,Darebin (C),145.03552,-37.71526
St Luke the Evangelist School,46 Orchard Grove,BLACKBURN SOUTH,3130,698,Whitehorse (C),145.14671,-37.83555
St Bernard's School,2-14 Williams Road,WANGARATTA,3677,670,Wangaratta (RC),146.3056,-36.34656
Our Lady Help of Christians School,15 Munro Street,MURTOA,3390,763,Yarriambiack (S),142.47365,-36.62268
Luther College,Plymouth Rd,CROYDON HILLS,3136,441,Maroondah (C),145.27291,-37.78296
Marian College,196 Glengala Road,SUNSHINE WEST,3020,118,Brimbank (C),144.80613,-37.78773
Mount St Joseph Girls' College,133 Maidstone Street,ALTONA,3018,311,Hobsons Bay (C),144.81167,-37.8639
Our Lady Help of Christians School,480A Gillies Street,WENDOUREE,3355,57,Ballarat (C),143.82561,-37.52544
St Clement of Rome School,9 Egan Drive,BULLEEN,3105,421,Manningham (C),145.09033,-37.7673
St Joseph's Primary School,212 Boronia Road,BORONIA,3155,367,Knox (C),145.27481,-37.86271
Sacred Heart School,111-115 Hansen Street,CORRYONG,3707,667,Towong (S),147.89919,-36.19824
Mater Christi College,28 Bayview Road,BELGRAVE,3160,745,Yarra Ranges (S),145.35889,-37.91064
Our Lady of Lourdes School,23 Orange Grove,BAYSWATER,3153,367,Knox (C),145.26576,-37.84898
St Joseph's College,5 Brenock Park Drive,FERNTREE GULLY,3156,367,Knox (C),145.29509,-37.89049
St Paul's College Balwyn,3 Brenbeal Street,BALWYN,3101,111,Boroondara (C),145.08686,-37.81235
Annunciation School,4-14 Nolan Avenue,BROOKLYN,3012,311,Hobsons Bay (C),144.84796,-37.82099
St Louis de Montfort's School,37 Dolphin Street,ASPENDALE,3195,343,Kingston (C),145.10226,-38.01813
St Thomas More's School,30 Angus Street,HADFIELD,3046,525,Merri-bek (C),144.94494,-37.70729
Avila College,35 Charles Street,MOUNT WAVERLEY,3149,497,Monash (C),145.13326,-37.87467
St Philip's School,60 Junction Road,BLACKBURN NORTH,3130,698,Whitehorse (C),145.16659,-37.80764
Holy Child School,227 Blair Street,DALLAS,3047,327,Hume (C),144.93198,-37.66574
Emmanuel College,423 Blackshaws Road,ALTONA NORTH,3025,311,Hobsons Bay (C),144.84239,-37.83162
St Peter Julian Eymard,Reay Road,MOOROOLBARK,3138,745,Yarra Ranges (S),145.31752,-37.78791
St Damian's School,5 Settlement Road,BUNDOORA,3083,707,Whittlesea (C),145.05722,-37.69849
St Monica's College,400 Dalton Road,EPPING,3076,707,Whittlesea (C),145.03141,-37.65518
Yarra Valley Grammar,Kalinda Road,RINGWOOD,3134,441,Maroondah (C),145.25816,-37.7837
Christ the King School,79 Wilsons Road,NEWCOMB,3219,275,Greater Geelong (C),144.3931,-38.16655
Mercy College,760 Sydney Road,COBURG,3058,525,Merri-bek (C),144.96456,-37.7304
St Timothy's School,21 Stevens Road,VERMONT,3133,698,Whitehorse (C),145.18365,-37.84039
St Mary's School,4-12 Duke Street,MAFFRA,3860,681,Wellington (S),146.97239,-37.9635
St Macartan's School,97 Bungower Road,MORNINGTON,3931,534,Mornington Peninsula (S),145.07046,-38.22321
St John's School,Jayne Street,FRANKSTON EAST,3199,217,Frankston (C),145.1481,-38.14582
St Mary's College for the Deaf,10A Riddell Road,WANTIRNA SOUTH,3152,367,Knox (C),145.24279,-37.8779
John Paul College,165 Mc Mahons Road,FRANKSTON,3199,217,Frankston (C),145.13887,-38.13557
St Anne's School,86-94 Austin Road,SEAFORD,3198,217,Frankston (C),145.14095,-38.1066
Mazenod College,Kernot Ave,MULGRAVE,3170,497,Monash (C),145.16614,-37.9152
St Martin de Porres School,158 Military Road,AVONDALE HEIGHTS,3034,506,Moonee Valley (C),144.86162,-37.75847
St Gregory the Great School,396 Manningham Road,DONCASTER,3108,421,Manningham (C),145.12228,-37.7806
Maranatha Christian School,104-108 Reema Boulevard,ENDEAVOUR HILLS,3802,161,Casey (C),145.27803,-37.97092
St Kevin's School,26-44 Herlihys Road,TEMPLESTOWE LOWER,3107,421,Manningham (C),145.12287,-37.76127
St James' School,51 Centre Road,VERMONT,3133,698,Whitehorse (C),145.20969,-37.83675
Good Shepherd School,30 Academy Avenue,WHEELERS HILL,3150,497,Monash (C),145.16605,-37.90812
MacKillop Catholic Regional College,1 Russell Street,WERRIBEE,3030,726,Wyndham (C),144.6651,-37.9095
St Thomas' School,Guthridge Parade,SALE,3850,681,Wellington (S),147.08331,-38.0994
St Leo the Great Primary School,389 Mason Street,ALTONA NORTH,3025,311,Hobsons Bay (C),144.85169,-37.83922
St Peter's School,2A Parkside Avenue,KEILOR EAST,3033,506,Moonee Valley (C),144.85942,-37.74424
Our Lady Help of Christians School,28 Selby Road,WARRNAMBOOL EAST,3280,673,Warrnambool (C),142.51953,-38.38525
Marian College,11-49 Prince Street,MYRTLEFORD,3737,11,Alpine (S),146.72536,-36.55334
St Martin de Porres School,13-25 Bellin Street,LAVERTON,3028,311,Hobsons Bay (C),144.77698,-37.85378
St Jude the Apostle School,53 George Street,SCORESBY,3179,367,Knox (C),145.22596,-37.88984
St Monica's School,137 Brockley Street,WODONGA WEST,3690,717,Wodonga (C),146.87264,-36.12675
Mount Evelyn Christian School/Ranges TEC,135 York Road,MOUNT EVELYN,3796,745,Yarra Ranges (S),145.3671,-37.79883
Melbourne Rudolf Steiner School,213 Wonga Road,WARRANWOOD,3134,441,Maroondah (C),145.24881,-37.77722
St Peter's School,Fenton Street,BENDIGO NORTH,3550,262,Greater Bendigo (C),144.27274,-36.74417
St Mark's School,4 - 6 Dimar Crt,DINGLEY,3172,343,Kingston (C),145.12957,-37.98666
The Currajong School,90 Darling Road,MALVERN EAST,3145,635,Stonnington (C),145.05995,-37.87595
Nunawading Christian College-Secondary,161 Central Rd,NUNAWADING,3131,698,Whitehorse (C),145.16902,-37.82255
Eltham College,1660 Main Road,RESEARCH,3095,571,Nillumbik (S),145.19223,-37.70044
Holy Eucharist School,1A Oleander Drive,ST ALBANS SOUTH,3021,118,Brimbank (C),144.81141,-37.75644
St Paul's Primary School,Fourteenth Street,MILDURA,3500,478,Mildura (RC),142.15603,-34.2046
