School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
Alberton Primary School,21 Thomson Street,Alberton,3971,681,Wellington (S),146.6666,-38.61771
Allansford and District Primary School,Frank Street,Allansford,3277,673,Warrnambool (C),142.59039,-38.38628
Avoca Primary School,118 Barnett Street,Avoca,3467,599,Pyrenees (S),143.47565,-37.0845
Avenel Primary School,40 Anderson Street,Avenel,3664,643,Strathbogie (S),145.23472,-36.90137
Warrandyte Primary School,5-11 Forbes Street,Warrandyte,3113,421,Manningham (C),145.21398,-37.74268
Belmont Primary School,51 Mt Pleasant Road,Belmont,3216,275,Greater Geelong (C),144.3421,-38.17067
Bacchus Marsh Primary School,56-62 Lerderderg Street,Bacchus Marsh,3340,515,Moorabool (S),144.44312,-37.67303
Ballarat Primary School (Dana Street),401 Dana Street,Ballarat,3350,57,Ballarat (C),143.85394,-37.56401
Wodonga Primary School,Brockley Street,Wodonga,3690,717,Wodonga (C),146.88982,-36.12921
Berwick Primary School,37 Fairholme Boulevard,Berwick,3806,161,Casey (C),145.35442,-38.04409
Beaufort Primary School,2/37 Park Road,Beaufort,3373,599,Pyrenees (S),143.38172,-37.43852
Cheltenham Primary School,231 Charman Road,Cheltenham,3192,91,Bayside (C),145.05463,-37.96861
Cudgee Primary School,3 Hallowells Road,Cudgee,3265,549,Moyne (S),142.65084,-38.34794
Newport Lakes Primary School,Elizabeth Street,Newport,3015,311,Hobsons Bay (C),144.87834,-37.83842
Cavendish Primary School,8-10 Barker Street,Cavendish,3314,626,Southern Grampians (S),142.03989,-37.53087
Colac Primary School,53-65 Murray Street East,Colac,3250,175,Colac-Otway (S),143.59834,-38.33722
Castlemaine Primary School,Cnr Mostyn & Urquhart Street,Castlemaine,3450,543,Mount Alexander (S),144.22233,-37.0666
Campbells Creek Primary School,127 Main Road,Campbells Creek,3451,543,Mount Alexander (S),144.20466,-37.09293
Creswick Primary School,67 Napier Street,Creswick,3363,291,Hepburn (S),143.89156,-37.42411
California Gully Primary School,4-14 Staley Street,California Gully,3556,262,Greater Bendigo (C),144.24986,-36.73321
St Andrews Primary School,Caledonia Street,St Andrews,3761,571,Nillumbik (S),145.26983,-37.60232
Warrnambool West Primary School,35 Hoddle Street,Warrnambool,3280,673,Warrnambool (C),142.4668,-38.36634
Dromana Primary School,Mcculloch Street,Dromana,3936,534,Mornington Peninsula (S),144.95965,-38.33964
Doncaster Primary School,2 - 12 Council Street,Doncaster,3108,421,Manningham (C),145.12967,-37.7868
Echuca Primary School,413-431 High Street,Echuca,3564,137,Campaspe (S),144.74746,-36.1282
Eltham Primary School,Dalton Street,Eltham,3095,571,Nillumbik (S),145.1478,-37.72498
Eaglehawk Primary School,Church St,Eaglehawk,3556,262,Greater Bendigo (C),144.25426,-36.72058
Elphinstone Primary School,26 Wright Street,Elphinstone,3448,543,Mount Alexander (S),144.3329,-37.105
Hallam Primary School,24 Harmer Road,Hallam,3803,161,Casey (C),145.25824,-38.00176
Flemington Primary School,Cnr Mt Alexander Rd & Padman Lane,Flemington,3031,506,Moonee Valley (C),144.93392,-37.78067
Footscray Primary School,Cnr Geelong Road & Barkly St,Footscray,3011,433,Maribyrnong (C),144.89267,-37.79838
Gisborne Primary School,41 Prince Street,Gisborne,3437,413,Macedon Ranges (S),144.58844,-37.49086
Sandringham Primary School,31 Bamfield Street,Sandringham,3191,91,Bayside (C),145.00947,-37.94704
Wandiligong Primary School,119 School Road,Wandiligong,3744,11,Alpine (S),146.98292,-36.76886
Grovedale Primary School,143 Bailey Street,Grovedale,3216,275,Greater Geelong (C),144.34776,-38.19764
Hawthorn West Primary School,2A Wood Street,Hawthorn,3122,111,Boroondara (C),145.01838,-37.82011
Heidelberg Primary School,120 Cape Street,Heidelberg,3084,66,Banyule (C),145.0678,-37.7547
Hamilton (Gray Street) Primary School,42 Gray Street,Hamilton,3300,626,Southern Grampians (S),142.02138,-37.74491
Heathcote Primary School,31 Herriot Street,Heathcote,3523,262,Greater Bendigo (C),144.70685,-36.92401
Highton Primary School,218 Roslyn Road,Highton,3216,275,Greater Geelong (C),144.31708,-38.17216
Huntly Primary School,101 Brunel Street,Huntly,3551,262,Greater Bendigo (C),144.3344,-36.66254
Bellbrae Primary School,50 School Road,Bellbrae,3228,649,Surf Coast (S),144.263,-38.33364
Chiltern Primary School,91-101 Albert Road,Chiltern,3683,335,Indigo (S),146.6066,-36.14707
Kyneton Primary School,49-79 Edgecombe Street,Kyneton,3444,413,Macedon Ranges (S),144.46269,-37.24889
Romsey Primary School,2-56 Station Street,Romsey,3434,413,Macedon Ranges (S),144.74538,-37.35418
Shelford Primary School,1717 Shelford-Bannockburn Road,Shelford,3329,249,Golden Plains (S),143.98214,-38.01399
Lockwood South Primary School,710 Calder Alternative Highway,Lockwood South,3551,262,Greater Bendigo (C),144.15675,-36.8416
Marong Primary School,2 Leslie Street,Marong,3515,262,Greater Bendigo (C),144.13537,-36.73568
Mount Macedon Primary School,641 Mount Macedon Road,Mount Macedon,3441,413,Macedon Ranges (S),144.58413,-37.40479
Mount Clear Primary School,1206 Geelong Road,Mount Clear,3350,57,Ballarat (C),143.86837,-37.60474
Melton Primary School,Unitt Street,Melton,3337,465,Melton (C),144.58702,-37.68046
Fitzroy Primary School,319 George Street,Fitzroy,3065,735,Yarra (C),144.98151,-37.7996
Newstead Primary School,28 Lyons Street,Newstead,3462,543,Mount Alexander (S),144.06719,-37.10592
Newlyn Primary School,2701 Midland Highway,Newlyn,3364,291,Hepburn (S),143.98443,-37.41202
Burwood East Primary School,Cnr Blackburn And Highbury Rds,Burwood East,3151,698,Whitehorse (C),145.15181,-37.85973
New Gisborne Primary School,239 Station Road,New Gisborne,3438,413,Macedon Ranges (S),144.59658,-37.46289
Beeac Primary School,35 Lang Street,Beeac,3251,175,Colac-Otway (S),143.64428,-38.19397
Essendon Primary School,38 Raleigh Street,Essendon,3040,506,Moonee Valley (C),144.92104,-37.7531
Coburg Primary School,92 Bell Street,Coburg,3058,525,Merri-bek (C),144.96821,-37.7413
Penshurst Primary School,87 Ritchie Street,Penshurst,3289,626,Southern Grampians (S),142.29133,-37.87918
Myrniong Primary School,13 Muddy Lane,Myrniong,3341,515,Moorabool (S),144.34632,-37.61972
Mernda Primary School,25 Everton Drive,Mernda,3754,707,Whittlesea (C),145.09224,-37.5946
Portland Primary School,45 Palmer Street,Portland,3305,241,Glenelg (S),141.59941,-38.3473
Stawell Primary School,14-28 Barnes Street,Stawell,3380,581,Northern Grampians (S),142.77378,-37.05613
Rutherglen Primary School,44 Murray Street,Rutherglen,3685,335,Indigo (S),146.46061,-36.05621
Riddells Creek Primary School,69-77 Main Road,Riddells Creek,3431,413,Macedon Ranges (S),144.67978,-37.46122
Rokewood Primary School,38 Aitchison Street,Rokewood,3330,249,Golden Plains (S),143.72281,-37.90366
Geelong East Primary School,184 Boundary Road,Geelong East,3219,275,Greater Geelong (C),144.38277,-38.17551
Sale Primary School,Macalister Street,Sale,3850,681,Wellington (S),147.07364,-38.1083
Skipton Primary School,7 Montgomery Street,Skipton,3361,183,Corangamite (S),143.36816,-37.68686
South Yarra Primary School,601 Punt Road,South Yarra,3141,460,Melbourne (C),144.98562,-37.84135
Stratford Primary School,14 Wellsford Street,Stratford,3862,681,Wellington (S),147.08539,-37.96725
Taradale Primary School,98 High Street,Taradale,3447,543,Mount Alexander (S),144.35106,-37.14131
Koroit And District Primary School,91 Commercial Road,Koroit,3282,549,Moyne (S),142.3687,-38.29244
Tylden Primary School,11 Clowes Street,Tylden,3444,413,Macedon Ranges (S),144.40878,-37.32497
Thomastown Primary School,10 Spring Street,Thomastown,3074,707,Whittlesea (C),145.0115,-37.68227
Wangaratta Primary School,19 Chisholm Street,Wangaratta,3677,670,Wangaratta (RC),146.32942,-36.35528
Wahgunyah Primary School,Elizabeth Street,Wahgunyah,3687,335,Indigo (S),146.39792,-36.01365
Woodend Primary School,146 High Street,Woodend,3442,413,Macedon Ranges (S),144.53294,-37.35342
Woodford Primary School,8 Victoria Street,Woodford,3281,673,Warrnambool (C),142.4845,-38.31681
Werribee Primary School,2 Deutgam Street,Werribee,3030,726,Wyndham (C),144.65874,-37.90687
Winters Flat Primary School,3 Roberts Avenue,Castlemaine,3450,543,Mount Alexander (S),144.20749,-37.07016
Wooragee Primary School,1011 Beechworth-Wodonga Road,Wooragee,3747,335,Indigo (S),146.73088,-36.29048
Wallan Primary School,46-48 Queen Street,Wallan,3756,485,Mitchell (S),144.97504,-37.41146
Woolsthorpe Primary School,12 Manifold Street,Woolsthorpe,3276,549,Moyne (S),142.43176,-38.18741
Yandoit Primary School,74 High Street,Yandoit,3461,291,Hepburn (S),144.08844,-37.214
Yarram Primary School,2-14 Wesley Street,Yarram,3971,681,Wellington (S),146.67532,-38.55853
Pleasant Street Primary School (Ballarat),101 Pleasant St North,Lake Wendouree,3350,57,Ballarat (C),143.8385,-37.55633
Yea Primary School,23 Station Street,Yea,3717,562,Murrindindi (S),145.4283,-37.21273
Lancefield Primary School,80 High Street,Lancefield,3435,413,Macedon Ranges (S),144.72642,-37.27495
Coimadai Primary School,86 Bennetts Lane,Coimadai,3340,515,Moorabool (S),144.47831,-37.61379
Birregurra Primary School,58 Beal Street,Birregurra,3242,175,Colac-Otway (S),143.78651,-38.34046
Clayton North Primary School,1714 Dandenong Road,Clayton,3168,497,Monash (C),145.12267,-37.91194
Milawa Primary School,133 Milawa-Bobinawarrah Road,Milawa,3678,670,Wangaratta (RC),146.43248,-36.44454
Lockwood Primary School,190 Wiegards Road,Lockwood,3551,262,Greater Bendigo (C),144.16156,-36.80258
Bealiba Primary School,9 Grant Street,Bealiba,3475,167,Central Goldfields (S),143.5519,-36.78994
Bairnsdale Primary School,324 Main Street,Bairnsdale,3875,211,East Gippsland (S),147.62323,-37.82742
Gordon Primary School,1 Dicker Street,Gordon,3345,515,Moorabool (S),144.10505,-37.58385
Hepburn Primary School,156 Main Road,Hepburn,3461,291,Hepburn (S),144.13276,-37.30972
Lara Lake Primary School,89 Forest Road South,Lara Lake,3212,275,Greater Geelong (C),144.39564,-38.0304
Rosedale Primary School,1-23 Cricket Street,Rosedale,3847,681,Wellington (S),146.7739,-38.1546
Bright P-12 College,46 Bakers Gully Road,Bright,3741,11,Alpine (S),146.96093,-36.7331
Rochester Primary School,2 George Street,Rochester,3561,137,Campaspe (S),144.698,-36.3546
Ararat Primary School,70 - 78 Moore Street,Ararat,3377,26,Ararat (RC),142.93731,-37.28594
Jamieson Primary School,1 The Sideling,Jamieson,3723,425,Mansfield (S),146.14,-37.30126
Preston South Primary School,56B Hotham Street,Preston,3072,189,Darebin (C),145.00745,-37.74787
Omeo Primary School,167 Day Avenue,Omeo,3898,211,East Gippsland (S),147.59308,-37.10022
Harrietville Primary School,165 Great Alpine Road,Harrietville,3741,11,Alpine (S),147.06494,-36.88771
Mordialloc Beach Primary School,58 Barkly Street,Mordialloc,3195,343,Kingston (C),145.08881,-38.00558
Healesville Primary School,2 View Street,Healesville,3777,745,Yarra Ranges (S),145.51604,-37.65713
Lake Bolac College,90 Montgomery Street,Lake Bolac,3351,26,Ararat (RC),142.8379,-37.72024
Toongabbie Primary School,Victoria Street,Toongabbie,3856,381,Latrobe (C),146.62518,-38.05697
Waubra Primary School,2110 Sunraysia Highway,Waubra,3352,599,Pyrenees (S),143.63446,-37.35384
Great Western Primary School,Stephenson Street,Great Western,3374,581,Northern Grampians (S),142.85173,-37.14851
Maffra Primary School,22-28 Church Street,Maffra,3860,681,Wellington (S),146.97677,-37.964
Broken Creek Primary School,413 Quinn Road,Broken Creek,3673,101,Benalla (RC),145.88923,-36.42328
Lal Lal Primary School,12 Vaughan Street,Lal Lal,3352,515,Moorabool (S),144.01071,-37.67672
Cobden Primary School,18 Silvester Street,Cobden,3266,183,Corangamite (S),143.07812,-38.32712
St Leonards Primary School,1341 Murradoc Road,St Leonards,3223,275,Greater Geelong (C),144.71475,-38.17184
Lilydale Primary School,63 - 65 Castella Street,Lilydale,3140,745,Yarra Ranges (S),145.35407,-37.75367
Bendigo Primary School,91 Old Violet Street,Bendigo,3550,262,Greater Bendigo (C),144.26524,-36.75702
Darraweit Guim Primary School,2 Darraweit Valley Road,Darraweit Guim,3756,413,Macedon Ranges (S),144.89357,-37.40103
Linton Primary School,28 Adair Street,Linton,3360,249,Golden Plains (S),143.56131,-37.68407
Invermay Primary School,187 Swinglers Road,Invermay,3352,57,Ballarat (C),143.87458,-37.52053
Mitta Mitta Primary School,27 Giltrap Road,Mitta Mitta,3701,667,Towong (S),147.37948,-36.53341
Camberwell Primary School,290 Camberwell Road,Camberwell,3124,111,Boroondara (C),145.05805,-37.83268
Greenvale Primary School,12-24 Bradford Avenue,Greenvale,3059,327,Hume (C),144.88618,-37.63983
Alexandra Primary School,15 Webster Street,Alexandra,3714,562,Murrindindi (S),145.7117,-37.19257
Rockbank Primary School,97-105 Westcott Parade,Rockbank,3335,465,Melton (C),144.6619,-37.73215
Bannockburn P-12 College,139 Milton Street,Bannockburn,3331,249,Golden Plains (S),144.16067,-38.042
Doreen Primary School,75 Doctors Gully Road,Doreen,3754,571,Nillumbik (S),145.14554,-37.60601
Talbot Primary School,2 Rowe Street,Talbot,3371,167,Central Goldfields (S),143.7036,-37.16865
Yarra Glen Primary School,35 Symonds Street,Yarra Glen,3775,745,Yarra Ranges (S),145.37241,-37.6497
Kangaroo Flat Primary School,60-80 Olympic Parade,Kangaroo Flat,3555,262,Greater Bendigo (C),144.23409,-36.78768
Westmeadows Primary School,34-46 Riddell Street,Westmeadows,3049,327,Hume (C),144.8957,-37.67565
Sunbury Primary School,41 The Heights,Sunbury,3429,327,Hume (C),144.72814,-37.59769
Diamond Creek Primary School,17 Clyde Street,Diamond Creek,3089,571,Nillumbik (S),145.15165,-37.67185
Hesket Primary School,800 Romsey Road,Hesket,3442,413,Macedon Ranges (S),144.61978,-37.34781
Axedale Primary School,81 High Street,Axedale,3551,262,Greater Bendigo (C),144.50146,-36.78623
Vermont Primary School,4-10 Nurlendi Road,Vermont,3133,698,Whitehorse (C),145.1943,-37.83736
Tarnagulla Primary School,51 Stanley Street,Tarnagulla,3551,394,Loddon (S),143.8284,-36.77126
Balwyn Primary School,86B Balwyn Road,Balwyn,3103,111,Boroondara (C),145.08138,-37.81394
Scoresby Primary School,11 Ingrid Street,Scoresby,3179,367,Knox (C),145.2275,-37.89395
Carisbrook Primary School,2  Camp Street,Carisbrook,3464,167,Central Goldfields (S),143.81266,-37.05206
Wandin Yallock Primary School,105 Beenak Road,Wandin North,3139,745,Yarra Ranges (S),145.43595,-37.79025
Yering Primary School,22-24 Melba Highway,Yering,3770,745,Yarra Ranges (S),145.38222,-37.70535
Dartmoor Primary School,76 Greenham Street,Dartmoor,3304,241,Glenelg (S),141.27673,-37.92302
Mickleham Primary School,1880 Mickleham Road,Mickleham,3064,327,Hume (C),144.87655,-37.5635
Inglewood Primary School,77 Sullivan Street,Inglewood,3517,394,Loddon (S),143.87045,-36.57394
Chewton Primary School,1 Hunter Street,Chewton,3451,543,Mount Alexander (S),144.26116,-37.08233
Bolinda Primary School,1 Mullalys Road,Bolinda,3432,413,Macedon Ranges (S),144.7454,-37.43373
Napoleons Primary School,4721 Colac-Ballarat Road,Napoleons,3352,249,Golden Plains (S),143.82646,-37.67863
Kew Primary School,Peel Street,Kew,3101,111,Boroondara (C),145.03339,-37.80364
Haddon Primary School,398 Sago Hill Road,Haddon,3351,249,Golden Plains (S),143.72171,-37.58864
Panmure Primary School,8759 Princes Highway,Panmure,3265,549,Moyne (S),142.73253,-38.32935
Sorrento Primary School,32 Kerferd Avenue,Sorrento,3943,534,Mornington Peninsula (S),144.74069,-38.34148
Alfredton Primary School,89a Cuthberts Road,Alfredton,3350,57,Ballarat (C),143.8021,-37.5548
Bridgewater Primary School,34 - 44 Eldon Street,Bridgewater On Loddon,3516,394,Loddon (S),143.94592,-36.6031
Hastings Primary School,10 - 20 Hodgins Road,Hastings,3915,534,Mornington Peninsula (S),145.18947,-38.2997
Yackandandah Primary School,39 High Street,Yackandandah,3749,335,Indigo (S),146.83646,-36.3121
Nagambie Primary School,31 Goulburn Street,Nagambie,3608,643,Strathbogie (S),145.15723,-36.78759
Heyfield Primary School,22 Temple Street,Heyfield,3858,681,Wellington (S),146.78494,-37.98211
Moorabbin Primary School,61 Worthing Road,Moorabbin,3189,343,Kingston (C),145.03959,-37.94202
Mansfield Primary School,4 Apollo Street,Mansfield,3722,425,Mansfield (S),146.08482,-37.05559
Middle Indigo Primary School,710 Indigo Creek Road,Indigo Valley,3688,335,Indigo (S),146.72484,-36.15601
Briagolong Primary School,2 Church Street,Briagolong,3860,681,Wellington (S),147.06784,-37.8428
Lindenow Primary School,140 Henry Street,Lindenow,3865,211,East Gippsland (S),147.45327,-37.80088
Broadford Primary School,17-23 Powlett Street,Broadford,3658,485,Mitchell (S),145.0463,-37.20257
Murchison Primary School,8 - 10 Impey Street,Murchison,3610,283,Greater Shepparton (C),145.21429,-36.61718
Panton Hill Primary School,585 Kangaroo Grd-St Andrews Rd,Panton Hill,3759,571,Nillumbik (S),145.23956,-37.64161
Glen Park Primary School,265 Ralstons Road,Glen Park,3352,515,Moorabool (S),143.9348,-37.52478
Concongella Primary School,61 Concongella School Road,CONCONGELLA,3384,581,Northern Grampians (S),142.82232,-37.04956
Bruthen Primary School,31 Great Alpine Road,Bruthen,3885,211,East Gippsland (S),147.83349,-37.70421
Swan Hill Primary School,123 Gray Street,Swan Hill,3585,661,Swan Hill (RC),143.54325,-35.34691
Porepunkah Primary School,2 Martley Street,Porepunkah,3740,11,Alpine (S),146.91102,-36.69949
Leopold Primary School,1 Kensington Road,Leopold,3224,275,Greater Geelong (C),144.46437,-38.18726
Inverleigh Primary School,54 High Street,Inverleigh,3321,249,Golden Plains (S),144.05469,-38.10094
Glen Iris Primary School,170 Glen Iris Road,Glen Iris,3146,111,Boroondara (C),145.06589,-37.86048
Trawalla Primary School,11 Trawalla Road,Trawalla,3373,599,Pyrenees (S),143.46986,-37.43773
Quarry Hill Primary School,25 Peel Street,Quarry Hill,3550,262,Greater Bendigo (C),144.27998,-36.77512
Sebastopol Primary School,9 Warreen Street,Sebastopol,3356,57,Ballarat (C),143.84472,-37.59643
Woodside Primary School,39-41 Prince St,Woodside,3874,681,Wellington (S),146.87674,-38.52633
Noorat Primary School,MacKinnon's Bridge Road,Noorat,3265,183,Corangamite (S),142.92873,-38.19075
Albert Park Primary School,210 Bridport Street,Albert Park,3206,590,Port Phillip (C),144.95277,-37.84188
Williamstown Primary School,Cnr. Electra & Parker Street,Williamstown,3016,311,Hobsons Bay (C),144.90041,-37.8638
Boneo Primary School,582 Boneo Road,Boneo,3939,534,Mornington Peninsula (S),144.88711,-38.41198
Queenscliff Primary School,20 Stevens Street,Queenscliff,3225,608,Queenscliffe (B),144.65621,-38.26722
Portland North Primary School,42 School Road,Portland North,3305,241,Glenelg (S),141.57233,-38.31764
Timor Primary School,395 Bet Bet Creek Road,Timor,3465,167,Central Goldfields (S),143.71199,-36.98422
Apsley Primary School,46 Laidlaw Street,Apsley,3319,689,West Wimmera (S),141.08249,-36.97371
Strathfieldsaye Primary School,9 Uxbridge Street,Strathfieldsaye,3551,262,Greater Bendigo (C),144.35291,-36.80436
Skye Primary School,395 Ballarto Road,Skye,3977,217,Frankston (C),145.20124,-38.11771
Tooborac Primary School,5185 Northern Highway,Tooborac,3522,485,Mitchell (S),144.79814,-37.03978
Lucknow Primary School,35 Howitt Avenue,Eastwood,3875,211,East Gippsland (S),147.63075,-37.81267
Upper Plenty Primary School,10 Clarkes Road,Upper Plenty,3756,485,Mitchell (S),145.05787,-37.42371
Carlton North Primary School,60 Lee Street,Carlton North,3054,735,Yarra (C),144.97303,-37.79106
Maldon Primary School,109 High Street,Maldon,3463,543,Mount Alexander (S),144.06581,-36.99504
Woori Yallock Primary School,1360 Healesville Road,Woori Yallock,3139,745,Yarra Ranges (S),145.53269,-37.77737
Moyston Primary School,1349 Ararat-Halls Gap Road,Moyston,3377,26,Ararat (RC),142.76785,-37.30166
Buninyong Primary School,202 Simpson Street,Buninyong,3357,57,Ballarat (C),143.88625,-37.65423
Marysville Primary School,15 Falls Road,Marysville,3779,562,Murrindindi (S),145.74894,-37.51198
Langley Primary School,Crn Kyneton/Heathcote & Parsells Rd,Langley,3444,543,Mount Alexander (S),144.48966,-37.17118
Wandong Primary School,43-51 Rail Street,Wandong,3758,485,Mitchell (S),145.02786,-37.3603
Cowes Primary School,177 Settlement Road,Cowes,3922,74,Bass Coast (S),145.24131,-38.45628
Bullarto Primary School,131 Bullarto South Road,Bullarto,3461,291,Hepburn (S),144.21822,-37.40538
Lismore Primary School,77 William Street,Lismore,3324,183,Corangamite (S),143.3393,-37.9546
Lower Plenty Primary School,126-144 Main Road,Lower Plenty,3093,66,Banyule (C),145.1155,-37.72617
Specimen Hill Primary School,25 Inglewood Street,Golden Square,3555,262,Greater Bendigo (C),144.24834,-36.76187
Bolwarra Primary School,249 Princes Highway,Bolwarra,3305,241,Glenelg (S),141.6138,-38.28161
Navarre Primary School,High Street,Navarre,3384,581,Northern Grampians (S),143.11134,-36.90074
Warracknabeal Primary School,5 Werrigar Street,Warracknabeal,3393,763,Yarriambiack (S),142.39126,-36.25788
Moyhu Primary School,2799 Wangaratta-Whitfield Road,Moyhu,3732,670,Wangaratta (RC),146.38309,-36.59317
Natte Yallock Primary School,10 School Road,Natte Yallock,3465,599,Pyrenees (S),143.468,-36.94213
Clifton Hill Primary School,185 Gold St,Clifton Hill,3068,735,Yarra (C),144.98925,-37.79231
Christmas Hills Primary School,1409 Eltham-yarra Glen Road,Christmas Hills,3775,571,Nillumbik (S),145.3042,-37.65352
Tallangatta Primary School,1 Wonga Grove,Tallangatta,3700,667,Towong (S),147.1742,-36.2148
Kialla Central Primary School,128 Central Kialla Road,Kialla,3631,283,Greater Shepparton (C),145.43115,-36.4527
Mount Eliza Primary School,Wooralla Drive,Mount Eliza,3930,534,Mornington Peninsula (S),145.09219,-38.19539
San Remo Primary School,22 Bergin Grove,San Remo,3925,74,Bass Coast (S),145.36945,-38.52385
Dimboola Primary School,Hindmarsh Street,Dimboola,3414,298,Hindmarsh (S),142.0304,-36.45336
Whorouly Primary School,18 Church Street,Whorouly,3735,670,Wangaratta (RC),146.58665,-36.50544
Merrijig Primary School,1820 Mount Buller Road,Merrijig,3723,425,Mansfield (S),146.25688,-37.1028
Lethbridge Primary School,2 Stephenson Street,Lethbridge,3332,249,Golden Plains (S),144.13456,-37.96906
Oxley Primary School,1050 Wangaratta-Whitfield Road,Oxley,3678,670,Wangaratta (RC),146.36064,-36.44156
Northcote Primary School,33 Helen Street,Northcote,3070,189,Darebin (C),144.99688,-37.77176
North Melbourne Primary School,210 Errol Street,North Melbourne,3051,460,Melbourne (C),144.95064,-37.79873
Dandenong Primary School,174-182 Foster Street,Dandenong,3175,267,Greater Dandenong (C),145.21982,-37.98792
Malmsbury Primary School,28 Cameron Street,Malmsbury,3446,413,Macedon Ranges (S),144.38694,-37.18732
Williamstown North Primary School,133 Melbourne Road,Williamstown,3016,311,Hobsons Bay (C),144.89176,-37.8559
Kerang Primary School,75 - 79 Victoria Street,Kerang,3579,225,Gannawarra (S),143.92114,-35.73169
Drouin West Primary School,535 Main Neerim Road,Drouin West,3818,83,Baw Baw (S),145.87172,-38.08711
Meredith Primary School,5 Wallace Street,Meredith,3333,249,Golden Plains (S),144.07781,-37.84271
Edi Upper Primary School,832 Edi-Cheshunt Road,Edi Upper,3678,670,Wangaratta (RC),146.44881,-36.70647
Eaglehawk North Primary School,1-9 Bendigo-Pyramid Road,Eaglehawk,3556,262,Greater Bendigo (C),144.23727,-36.70707
Mooroopna Primary School,16-18 O'Brien Street,Mooroopna,3629,283,Greater Shepparton (C),145.36029,-36.39136
Cairnlea Park Primary School,49 Carmody Drive,Cairnlea,3023,118,Brimbank (C),144.788,-37.75885
Ballan Primary School,8-14 Duncan Street,Ballan,3342,515,Moorabool (S),144.2311,-37.60168
Mount Pleasant Primary School,401 Cobden Street,Ballarat,3350,57,Ballarat (C),143.85781,-37.57836
Tatura Primary School,28-40 Albert Street,Tatura,3616,283,Greater Shepparton (C),145.22992,-36.44497
Toolamba Primary School,69-77 Wren Street,Toolamba,3614,283,Greater Shepparton (C),145.34418,-36.49052
Harston Primary School,155 Harston Road,Tatura,3616,283,Greater Shepparton (C),145.14175,-36.46986
Osbornes Flat Primary School,354 Osbornes Flat Road,Osbornes Flat,3691,335,Indigo (S),146.89257,-36.31716
Frankston Primary School,Davey Street,Frankston,3199,217,Frankston (C),145.12403,-38.14756
Donald Primary School,2A Walker Street,Donald,3480,127,Buloke (S),142.98463,-36.36721
Beveridge Primary School,104 Arrowsmith Street,Beveridge,3753,485,Mitchell (S),144.97776,-37.47206
St Kilda Primary School,2B Brighton Road,St Kilda,3182,590,Port Phillip (C),144.98902,-37.87022
Cape Clear Primary School,1539 Scarsdale-pitfield Road,Cape Clear,3351,249,Golden Plains (S),143.60821,-37.79196
Warburton Primary School,16 Horners Road,Warburton,3799,745,Yarra Ranges (S),145.7017,-37.7558
Tallarook Primary School,52 Main Road,Tallarook,3659,485,Mitchell (S),145.10067,-37.09676
Barnawartha Primary School,11-17 Stanely Street,Barnawartha,3688,335,Indigo (S),146.67589,-36.10131
Fitzroy North Primary School,Fergie Street,Fitzroy North,3068,735,Yarra (C),144.98415,-37.78502
Ashby Primary School,1-7 Waratah Street,Geelong West,3218,275,Greater Geelong (C),144.3471,-38.13856
Preston Primary School,240 Tyler Street,Preston,3072,189,Darebin (C),145.01031,-37.73055
Tooradin Primary School,Bayview Road,Tooradin,3980,161,Casey (C),145.37849,-38.20763
Glenferrie Primary School,78 - 98 Manningtree Road,Hawthorn,3122,111,Boroondara (C),145.03397,-37.82405
Elmore Primary School,36 Michie Street,Elmore,3558,262,Greater Bendigo (C),144.60891,-36.4972
Dookie Primary School,Baldock Street,Dookie,3646,283,Greater Shepparton (C),145.68279,-36.33107
Brighton Primary School,59 Wilson Street,Brighton,3186,91,Bayside (C),145.00108,-37.91221
Natimuk Primary School,38 Old Noradjuha Road,Natimuk,3409,319,Horsham (RC),141.9505,-36.74124
Murtoa College,Webb Street,Murtoa,3390,763,Yarriambiack (S),142.47574,-36.6235
Big Hill Primary School,5644 Calder Highway,Big Hill,3555,262,Greater Bendigo (C),144.24247,-36.83058
Clunes Primary School,Canterbury Street,Clunes,3370,291,Hepburn (S),143.79211,-37.29075
Marnoo Primary School,80 Newall Street,Marnoo,3387,581,Northern Grampians (S),142.87035,-36.67685
Beechworth Primary School,17 Junction Road,Beechworth,3747,335,Indigo (S),146.69357,-36.35543
Ardmona Primary School,580 Turnbull Road,Ardmona,3629,283,Greater Shepparton (C),145.31307,-36.38546
Kilmore Primary School,35 Lancefield Road,Kilmore,3764,485,Mitchell (S),144.94752,-37.29577
Macarthur Primary School,23 Russell Street,Macarthur,3286,549,Moyne (S),142.00147,-38.03088
Barwon Heads Primary School,Golf Links Road,Barwon Heads,3227,275,Greater Geelong (C),144.48704,-38.28119
Keilor Primary School,25 Kennedy Street,Keilor,3036,118,Brimbank (C),144.8357,-37.7169
Dunolly Primary School,8 Elgin Street,Dunolly,3472,167,Central Goldfields (S),143.73358,-36.85155
Springhurst Primary School,121 Anzac Road,Springhurst,3682,670,Wangaratta (RC),146.4681,-36.18467
Trentham District Primary School,8 Bridge Street,Trentham,3458,291,Hepburn (S),144.3281,-37.38797
Warrenheip Primary School,93 Warrenheip Road,Warrenheip,3352,57,Ballarat (C),143.92743,-37.5741
Maiden Gully Primary School,10 Carolyn Way,Maiden Gully,3551,262,Greater Bendigo (C),144.2097,-36.74419
