Code,Label,Year,Employee income earners (no.),Total employee income ($m),Median employee income ($),Mean employee income ($),Own unincorporated business income earners (no.),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Investment income earners (no.),Total investment income ($m),Median investment income ($),Mean investment income ($),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners
27630,Yarriambiack,2020.0,2755,130.1,43791,47241,1258,87.5,39512,69564,2584,23.2,614,8970,236.3,50362,65589,0.497,6.7
27630,Yarriambiack,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27630,Yarriambiack,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29399,Unincorporated Vic,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29399,Unincorporated Vic,2016.0,427,9.5,13841,22271,72,0.8,5815,10805,194,1.3,250,6523,-,-,-,-,-
29399,Unincorporated Vic,2017.0,486,12.1,14858,24851,-,-,-,-,198,1.1,146,5599,-,-,-,-,-
29399,Unincorporated Vic,2018.0,544,13.4,15933,24661,61,0.5,2981,8466,194,1.5,208,7533,-,-,-,-,-
29399,Unincorporated Vic,2019.0,541,14.1,16809,26014,60,0.3,2964,5479,194,1.6,117,8267,13.7,20916,32581,0.48,-
29399,Unincorporated Vic,2020.0,476,13.8,18260,29082,61,0.6,5593,9886,181,1.3,254,7060,12.8,25004,34854,0.432,-
29399,Unincorporated Vic,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29399,Unincorporated Vic,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
