Code,Label,Year,Employee income earners (no.),Total employee income ($m),Median employee income ($),Mean employee income ($),Own unincorporated business income earners (no.),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Investment income earners (no.),Total investment income ($m),Median investment income ($),Mean investment income ($),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners
21304,Melton - Bacchus Marsh,2017.0,74759,4169.4,50485,55772,9104,176.4,12200,19373,46777,183.4,72,3922,4407.7,50091,56471,0.396,4.7
21304,Melton - Bacchus Marsh,2018.0,84000,4866.8,52281,57938,10394,200.2,13218,19258,52870,222.6,63,4211,5174.6,51500,58261,0.4,5.1
21304,Melton - Bacchus Marsh,2019.0,88856,5279.2,53911,59413,11066,223,12887,20153,57801,242.4,48,4193,5590.9,53269,59664,0.394,4.5
21304,Melton - Bacchus Marsh,2020.0,92980,5695.4,55256,61255,11825,230.3,11979,19478,57915,252.3,31,4357,6007.1,54031,60951,0.4,4.7
21304,Melton - Bacchus Marsh,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21304,Melton - Bacchus Marsh,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21305,Wyndham,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21305,Wyndham,2016.0,110495,6148.3,50224,55643,15714,284.4,11362,18101,73394,207.3,75,2825,6412.5,48563,55005,0.406,4.9
21305,Wyndham,2017.0,121554,6842.7,50608,56293,17949,324.9,10782,18100,78399,222.3,59,2835,7181.7,49031,55955,0.409,5.1
21305,Wyndham,2018.0,129417,7543.2,51907,58286,19727,354.4,11374,17967,83645,240.8,49,2879,7910.1,50077,57408,0.411,5
21305,Wyndham,2019.0,139504,8326.8,53179,59689,22293,418.3,11636,18763,92676,264.7,36,2857,8753.4,51384,58777,0.411,4.9
21305,Wyndham,2020.0,147342,9058.6,54320,61480,24004,448.1,11853,18668,92133,272.2,22,2954,9490,52130,60260,0.416,5
21305,Wyndham,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21305,Wyndham,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21401,Frankston,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21401,Frankston,2016.0,70965,3780.1,47697,53267,9216,195.6,13766,21220,49637,244.1,116,4919,4037.8,47259,53982,0.411,5.6
21401,Frankston,2017.0,72017,3938.1,49141,54683,9464,204.6,13150,21619,49157,252.1,105,5128,4218.7,48613,55459,0.409,5.4
21401,Frankston,2018.0,73162,4185.8,50949,57213,9658,216.8,13834,22451,50394,275.5,95,5466,4506.5,50037,57422,0.415,5.8
21401,Frankston,2019.0,74397,4393.4,52837,59053,9929,222.2,12549,22376,52340,292,79,5580,4732.2,51995,59284,0.409,5.4
21401,Frankston,2020.0,74223,4550.8,54633,61312,9862,224.6,12766,22771,49751,271.5,58,5457,4837.5,52932,60839,0.411,5.4
21401,Frankston,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21401,Frankston,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21402,Mornington Peninsula,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21402,Mornington Peninsula,2016.0,73043,4004.8,43592,54827,14358,368.1,14897,25639,65584,964.6,438,14708,5247.6,43224,59166,0.504,10.7
21402,Mornington Peninsula,2017.0,75059,4239.8,45000,56487,14879,384.3,14508,25830,67000,1039.8,420,15519,5554.7,44455,60658,0.502,10.5
21402,Mornington Peninsula,2018.0,76045,4438.5,46695,58367,14782,401.2,15278,27140,68901,1110.2,392,16114,5854.9,45700,62300,0.501,10.2
21402,Mornington Peninsula,2019.0,77563,4651.9,48366,59976,15074,416.8,14622,27647,70720,1195.3,351,16902,6151.7,47698,64384,0.497,10.3
21402,Mornington Peninsula,2020.0,78069,4881.7,50063,62531,15035,410.8,14330,27320,68517,1175.4,317,17154,6333.7,48352,66121,0.504,10.4
21402,Mornington Peninsula,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21402,Mornington Peninsula,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21501,Grampians,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21501,Grampians,2016.0,26529,1161,39977,43764,8116,85.3,5359,10511,23865,171.5,466,7185,1391.1,38463,43385,0.496,5.9
21501,Grampians,2017.0,27263,1228.1,41099,45045,8533,233.2,14109,27334,23809,178.1,435,7481,1615.2,41921,49079,0.458,6.4
21501,Grampians,2018.0,27564,1284.1,43120,46588,8555,304.4,18230,35579,23783,185.7,442,7807,1744.5,44839,52287,0.454,6.4
21501,Grampians,2019.0,27728,1351.6,45000,48746,8532,349.8,18215,40995,24452,208.6,375,8529,1876.3,46981,55790,0.463,7
21501,Grampians,2020.0,27922,1422.1,46643,50932,8486,389.5,19462,45904,23429,198.2,342,8458,1970.8,48062,58335,0.473,7.2
21501,Grampians,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21501,Grampians,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21502,Mildura,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21502,Mildura,2016.0,24999,1097.5,39185,43902,4804,97.7,9530,20346,17530,114.9,182,6554,1278.8,41100,47691,0.446,6.5
21502,Mildura,2017.0,26873,1192.8,39845,44388,5266,126.2,10461,23974,18465,122.1,167,6614,1407.1,41935,48931,0.445,6.7
21502,Mildura,2018.0,28326,1299.2,41064,45865,5498,139.6,12311,25386,19002,136.5,177,7181,1528.1,44020,50776,0.448,6.5
21502,Mildura,2019.0,29426,1390.2,42408,47245,5473,130.4,12955,23830,20149,154,129,7642,1635.1,45548,52634,0.446,7.1
21502,Mildura,2020.0,30494,1479.5,43068,48518,5368,91.5,10058,17052,19176,140.3,105,7316,1651.6,45037,51501,0.452,5.8
21502,Mildura,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21502,Mildura,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21503,Murray River - Swan Hill,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21503,Murray River - Swan Hill,2016.0,17098,697.8,37071,40810,5417,81.2,6268,14982,14661,124.3,524,8478,874.7,37477,43217,0.509,6.9
21503,Murray River - Swan Hill,2017.0,17742,736.9,37550,41534,5585,149.6,12291,26793,14567,122.9,466,8434,972.4,39733,46977,0.477,6.9
21503,Murray River - Swan Hill,2018.0,17816,779.8,39949,43769,5596,181.4,16366,32423,14571,139.8,446,9594,1060.5,42851,50793,0.474,7.3
21503,Murray River - Swan Hill,2019.0,18230,815.7,40772,44745,5312,161.1,13166,30335,14721,144.4,387,9812,1082,43338,51102,0.487,7.8
21503,Murray River - Swan Hill,2020.0,19042,876.6,41106,46035,5262,158.4,14257,30097,14236,134.2,296,9425,1120.4,43619,51499,0.47,6.7
21503,Murray River - Swan Hill,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21503,Murray River - Swan Hill,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21601,Campaspe,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21601,Campaspe,2016.0,17873,818.3,41580,45782,4630,51.1,5340,11040,14755,106.9,306,7244,948.9,39741,45400,0.471,6.1
21601,Campaspe,2017.0,18070,848.2,42640,46942,4635,54.2,5563,11701,14645,107.4,253,7330,988.8,40994,46768,0.464,5.9
21601,Campaspe,2018.0,18309,893.5,44352,48801,4619,84.2,9135,18231,14748,112.7,236,7645,1062.9,43348,49520,0.448,5.8
21601,Campaspe,2019.0,18779,931.4,45328,49597,4484,72.3,8762,16127,15196,121.2,200,7978,1097.9,44228,50245,0.455,6.1
21601,Campaspe,2020.0,18758,973.9,47021,51921,4500,70.6,8000,15695,14554,117.4,165,8065,1128.9,45155,51571,0.458,6.1
21601,Campaspe,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21601,Campaspe,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21602,Moira,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21602,Moira,2016.0,12956,571.4,40063,44100,3686,50,7957,13575,10869,74,238,6810,678.2,38283,44038,0.484,6.3
21602,Moira,2017.0,13384,607.6,40559,45396,3605,43.8,5127,12144,10787,71.4,241,6617,707.7,38852,44950,0.488,6.5
21602,Moira,2018.0,13445,629.7,42218,46833,3558,52.2,7360,14657,10763,79.5,236,7389,743.9,40902,46823,0.469,5.7
21602,Moira,2019.0,13720,660.9,43795,48171,3480,42.5,7409,12209,11108,89.9,190,8096,777,42339,48039,0.486,6
21602,Moira,2020.0,13870,696.1,45447,50184,3491,46.7,6569,13366,10545,87.1,156,8258,811.4,43701,50049,0.471,6.1
21602,Moira,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21602,Moira,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21603,Shepparton,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21603,Shepparton,2016.0,31847,1472.7,41577,46243,5921,75.9,7493,12826,23521,179,221,7611,1687.7,41845,48454,0.445,6.7
21603,Shepparton,2017.0,32270,1524.7,42241,47249,5850,77.6,6979,13263,23418,178.9,193,7640,1742.6,42423,49398,0.448,6.6
21603,Shepparton,2018.0,32725,1600.7,44042,48915,5795,89.5,8363,15450,23346,194.6,181,8336,1840.5,44309,51307,0.442,6.3
21603,Shepparton,2019.0,33831,1700.1,45346,50251,5706,89,8779,15589,24246,205,135,8453,1940.1,46130,53092,0.439,6.6
21603,Shepparton,2020.0,33986,1790.7,47001,52690,5943,87.8,8253,14777,23384,201.9,110,8634,2030.3,46845,54769,0.442,6.7
21603,Shepparton,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21603,Shepparton,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21701,Glenelg - Southern Grampians,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21701,Glenelg - Southern Grampians,2016.0,17150,800,40025,46646,5218,114.8,11165,22000,14883,107.7,410,7236,996.4,40727,49252,0.469,6.5
21701,Glenelg - Southern Grampians,2017.0,17175,816.3,41125,47529,5265,143.6,12893,27283,14718,103.2,360,7013,1039.8,42275,51167,0.463,6.5
21701,Glenelg - Southern Grampians,2018.0,17123,849.5,43410,49612,5218,135.7,12247,25999,14664,110.9,359,7560,1085.7,43661,52947,0.468,7.5
21701,Glenelg - Southern Grampians,2019.0,17380,894.9,45665,51492,5186,139.4,13678,26886,14989,126.7,299,8450,1130.3,46078,54676,0.46,6.3
21701,Glenelg - Southern Grampians,2020.0,17413,918.1,46800,52725,5162,120.4,11259,23324,14228,116.7,259,8201,1123.7,45947,54232,0.471,6.5
21701,Glenelg - Southern Grampians,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21701,Glenelg - Southern Grampians,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21703,Colac - Corangamite,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21703,Colac - Corangamite,2016.0,17383,765.3,39517,44029,5930,100.5,9493,16952,15599,124,385,7948,970.2,38916,45071,0.475,6.4
21703,Colac - Corangamite,2017.0,17839,803.1,40233,45018,5946,105.9,9611,17814,15633,122.9,356,7861,1012.4,39561,46105,0.472,6.6
21703,Colac - Corangamite,2018.0,18198,849.5,41989,46680,5905,105.8,9932,17916,15456,135.6,336,8774,1066.9,41389,47683,0.467,6.4
21703,Colac - Corangamite,2019.0,18740,900.1,43674,48029,5891,124.6,10356,21144,16051,149.2,272,9293,1143.1,43687,50428,0.462,6.6
21703,Colac - Corangamite,2020.0,18790,946.4,45694,50370,5929,150.1,10850,25316,15442,136.5,228,8842,1199.5,45269,52638,0.469,6.9
21703,Colac - Corangamite,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21703,Colac - Corangamite,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21704,Warrnambool,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21704,Warrnambool,2016.0,25331,1164,40639,45951,5995,148.8,13943,24821,20559,192.4,332,9360,1477.2,42487,50305,0.453,7
21704,Warrnambool,2017.0,25714,1218.9,41829,47402,6050,167.8,14963,27736,20732,196,302,9453,1553.4,43520,51876,0.454,7.2
21704,Warrnambool,2018.0,26022,1369.1,44368,52614,5952,163.5,14874,27465,20929,204.9,291,9788,1700.6,45664,55942,0.465,10.2
21704,Warrnambool,2019.0,26957,1371.1,45628,50864,6012,182.5,15873,30352,21767,225.6,250,10363,1757.5,47444,56439,0.449,8
21704,Warrnambool,2020.0,27267,1459.5,47617,53528,6066,200.8,15055,33111,21344,220.6,215,10334,1838.6,49224,58428,0.447,7
21704,Warrnambool,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21704,Warrnambool,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011001,Alfredton,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011001,Alfredton,2016.0,6189,343.4,49071,55492,788,16.9,7402,21502,5012,33.4,167,6660,387.9,49385,57747,0.43,5.9
201011001,Alfredton,2017.0,6564,374.8,50119,57095,827,21.1,10312,25502,5116,38.4,153,7501,427.6,50845,60026,0.434,6.6
201011001,Alfredton,2018.0,6878,411.8,52709,59877,896,19.7,8734,22026,5366,44.7,148,8333,471,52448,62315,0.437,6.8
201011001,Alfredton,2019.0,7359,451.9,53765,61414,889,18.2,7478,20436,5831,48.3,116,8276,508.6,53932,63668,0.434,6.4
201011001,Alfredton,2020.0,7949,502.6,55019,63225,1001,21,7170,21008,5952,54.6,94,9168,570,55204,65787,0.439,6.7
201011001,Alfredton,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011001,Alfredton,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011002,Ballarat,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011002,Ballarat,2016.0,6299,368.5,46998,58506,1093,49.2,9723,45046,5811,128.8,680,22164,538.4,49564,72754,0.539,15.3
201011002,Ballarat,2017.0,6316,379.6,48500,60102,1086,53.4,12357,49134,5774,114.9,694,19905,537.1,50413,71895,0.527,11.9
201011002,Ballarat,2018.0,6350,394.5,49798,62126,1108,55.7,12087,50235,5847,126.2,669,21590,566.4,51736,74671,0.528,12.2
201011002,Ballarat,2019.0,6476,416.8,51357,64356,1101,59.2,11379,53813,5960,129.1,620,21659,591.5,53688,77876,0.527,11.7
201011002,Ballarat,2020.0,6501,436.6,53098,67159,1091,52.2,10198,47890,5815,124,571,21328,601.1,53784,78572,0.531,11.5
201011002,Ballarat,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011002,Ballarat,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011005,Buninyong,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011005,Buninyong,2016.0,3530,199.1,48431,56401,573,16.9,10719,29453,3066,22.1,242,7213,233.2,47511,58292,0.463,7.4
201011005,Buninyong,2017.0,3606,211.4,50684,58612,580,17,10863,29225,3116,23.9,227,7654,247.1,49179,60009,0.46,6.9
201011005,Buninyong,2018.0,3650,221.7,52500,60736,570,15.6,11619,27408,3135,25.5,214,8121,258.3,51034,61565,0.454,6.3
201011005,Buninyong,2019.0,3729,231.6,53619,62119,572,14.4,10250,25243,3247,29.3,180,9033,268.8,52377,63258,0.458,6.3
201011005,Buninyong,2020.0,3742,243.5,56302,65070,565,11.8,7800,20921,3140,28.7,152,9132,274.5,54308,64387,0.457,6
201011005,Buninyong,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011005,Buninyong,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011006,Delacombe,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011006,Delacombe,2016.0,3605,171.5,44567,47582,458,8.9,11740,19361,2662,12.7,104,4782,191.3,44594,49260,0.399,5
201011006,Delacombe,2017.0,3793,188.5,46480,49688,466,8.2,11493,17680,2681,13.1,93,4877,207.3,46366,50741,0.401,5
201011006,Delacombe,2018.0,3987,205.4,47955,51527,497,8.6,10602,17278,2747,13.4,86,4883,225.1,47759,52199,0.392,4.5
201011006,Delacombe,2019.0,4379,234.5,49919,53555,566,6.9,8443,12152,3109,19.5,70,6269,259,49909,54845,0.391,4.5
201011006,Delacombe,2020.0,4882,275.4,52859,56404,618,7.5,7927,12099,3285,16.3,38,4959,295.7,51915,56144,0.39,4.3
201011006,Delacombe,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011006,Delacombe,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011007,Smythes Creek,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011007,Smythes Creek,2016.0,2102,109.8,47193,52215,355,4.9,7424,13792,1588,7.7,184,4879,120.5,46794,52010,0.406,4.4
201011007,Smythes Creek,2017.0,2192,118.2,48499,53907,363,6.3,8106,17360,1666,9.1,166,5491,131.1,48500,54314,0.406,4.6
201011007,Smythes Creek,2018.0,2240,126.3,50783,56373,374,6.9,10256,18437,1678,10.6,153,6311,140.7,49822,56172,0.408,4.6
201011007,Smythes Creek,2019.0,2315,136.3,53030,58858,384,7.5,9760,19557,1785,12.8,130,7181,154.3,53154,59735,0.409,4.7
201011007,Smythes Creek,2020.0,2306,141.4,54701,61336,377,6.1,9012,16134,1724,12.7,118,7352,156.7,53981,61269,0.415,4.5
201011007,Smythes Creek,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011007,Smythes Creek,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011008,Wendouree - Miners Rest,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011008,Wendouree - Miners Rest,2016.0,6445,297.4,43074,46137,775,12.3,8437,15818,4479,24.7,133,5504,326.8,42574,47310,0.415,5.9
201011008,Wendouree - Miners Rest,2017.0,6412,301.5,43870,47016,784,13,9428,16523,4364,23.1,140,5291,330.6,42909,47545,0.416,5.1
201011008,Wendouree - Miners Rest,2018.0,6568,320.1,46094,48736,788,12.7,9977,16082,4396,24.4,121,5550,351.1,45002,49104,0.412,5.1
201011008,Wendouree - Miners Rest,2019.0,6796,346.3,47530,50964,789,11.6,8805,14748,4705,23.2,90,4929,372,46287,50404,0.409,4.5
201011008,Wendouree - Miners Rest,2020.0,6995,365.5,48664,52257,782,14,9268,17882,4479,24,64,5367,393.2,47627,52277,0.414,5.4
201011008,Wendouree - Miners Rest,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011008,Wendouree - Miners Rest,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011481,Ballarat East - Warrenheip,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011482,Ballarat North - Invermay,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011483,Canadian - Mount Clear,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201011484,Sebastopol - Redan,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021009,Bacchus Marsh Surrounds,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021009,Bacchus Marsh Surrounds,2016.0,2954,165.2,48082,55914,593,8.7,7778,14590,2230,12.2,147,5483,181.3,46549,55485,0.448,6.2
201021009,Bacchus Marsh Surrounds,2017.0,3184,182.3,49920,57247,615,9.7,7052,15796,2314,14.2,126,6152,201,48865,57510,0.442,6
201021009,Bacchus Marsh Surrounds,2018.0,3170,192.3,52807,60657,593,9.8,8540,16597,2318,33.4,122,14406,233.3,50002,66628,0.493,15.1
201021009,Bacchus Marsh Surrounds,2019.0,3269,204.1,54021,62436,607,6.6,7270,10795,2402,18.9,103,7851,219.9,52033,61565,0.441,5.3
201021009,Bacchus Marsh Surrounds,2020.0,3344,218.1,56056,65209,636,7.1,6534,11195,2362,19.2,76,8110,232.5,53942,63648,0.445,5.6
201021009,Bacchus Marsh Surrounds,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021009,Bacchus Marsh Surrounds,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021010,Creswick - Clunes,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021010,Creswick - Clunes,2016.0,3343,156.4,41012,46794,913,10.8,7315,11782,2774,25.5,241,9186,189.7,39000,48087,0.486,9.9
201021010,Creswick - Clunes,2017.0,3471,167.7,42640,48314,976,13.3,7172,13582,2838,29.6,249,10438,207.1,40280,50497,0.491,11.5
201021010,Creswick - Clunes,2018.0,3464,173.8,43979,50161,1000,16.3,8148,16253,2844,29.1,270,10230,213.7,41021,51504,0.483,9.8
201021010,Creswick - Clunes,2019.0,3586,185.7,46272,51784,1030,15.9,8191,15409,3005,29.4,178,9797,224.3,43736,52233,0.471,8
201021010,Creswick - Clunes,2020.0,3629,197.8,48348,54493,1025,13.8,6896,13475,2894,33.7,165,11644,236.4,44642,54662,0.495,10.3
201021010,Creswick - Clunes,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021010,Creswick - Clunes,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021011,Daylesford,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021011,Daylesford,2016.0,3827,189.3,40000,49471,1417,20,8569,14146,3709,30.6,409,8254,233,36547,46610,0.504,7.2
201021011,Daylesford,2017.0,4006,203.4,40274,50781,1473,21.8,8831,14797,3766,34.8,474,9233,253.6,37179,49000,0.507,8
201021011,Daylesford,2018.0,4033,212.6,42437,52710,1460,22.2,8075,15213,3846,37.3,504,9690,266.1,38686,50440,0.508,7.5
201021011,Daylesford,2019.0,4091,226.3,44148,55313,1510,24.3,9939,16086,3934,39.9,348,10146,279.1,40825,52044,0.515,7.7
201021011,Daylesford,2020.0,4218,249,46905,59038,1581,27.7,10236,17492,3871,42.4,312,10958,309.1,41806,56076,0.521,8.9
201021011,Daylesford,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021011,Daylesford,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021012,Gordon (Vic.),2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021012,Gordon (Vic.),2016.0,2788,150.2,46130,53861,736,9.9,4569,13503,2281,19.5,262,8548,173.6,45847,54516,0.46,6.6
201021012,Gordon (Vic.),2017.0,2958,164.7,47084,55690,798,12,5220,15002,2305,18.8,199,8168,190.5,46378,56551,0.458,6.5
201021012,Gordon (Vic.),2018.0,3060,175.5,49543,57338,826,13.1,5226,15906,2461,20.8,202,8463,204.8,47895,57960,0.452,6.4
201021012,Gordon (Vic.),2019.0,3135,186.6,52000,59524,794,13.1,6532,16495,2563,25.3,170,9861,219.5,50462,60424,0.456,7
201021012,Gordon (Vic.),2020.0,3168,196.7,54348,62084,802,10.3,6409,12865,2523,25,119,9910,224.3,51371,61475,0.467,7.7
201021012,Gordon (Vic.),2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201021012,Gordon (Vic.),2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201031013,Avoca,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201031013,Avoca,2016.0,1285,53.6,37313,41682,516,5.2,2602,10077,1142,5.8,409,5065,63.3,33532,39128,0.519,7.2
201031013,Avoca,2017.0,1322,57.3,38822,43362,514,7.6,6477,14833,1158,6.1,389,5281,69.1,35323,41427,0.493,6
201031013,Avoca,2018.0,1326,60.9,40975,45924,526,9,9020,17189,1182,6.6,360,5578,74.3,38543,43798,0.476,4.5
