,,,Personal income in Australia - year ended 30 June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross capital gains - year ended 30 June,,,,Selected Government pensions and allowances - at 30 June,,,Total personal income (weekly) - Persons aged 15 years and over - Census,,,,,,,,Equivalised total household income (weekly) - Census,,,,,,,,
Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - p80/P20 ratio,Total income (excl. Government pensions and allowances) - p80/P50 ratio,Total income (excl. Government pensions and allowances) - p20/P50 ratio,Total income (excl. Government pensions and allowances) - p10/P50 ratio,Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,Total income (excl. Government pensions and allowances) - lowest Quartile (%),Total income (excl. Government pensions and allowances) - second Quartile (%),Total income (excl. Government pensions and allowances) - third Quartile (%),Total income (excl. Government pensions and allowances) - highest Quartile (%),Persons who reported gross capital gains (no.),Total value of gross capital gains ($m),Median value of gross capital gains ($),Mean value of gross capital gains ($),Age pension - Department of Veterans' Affairs (no.),Service pension - Department of Veterans' Affairs (no.),Income support supplement - Department of Veterans' Affairs (no.),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Partial income stated (%),All incomes not stated (%)
56790,Northampton,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,550,-,-,-,-,-,-,-,-
56790,Northampton,2016,1365,45,65.6,34329,48082,62.8,509,54,18.7,15110,36684,17,1208,53,10.5,598,8667,17.8,49,58,1.5,13309,31234,1.6,1700,50,92.3,37613,54281,6.74,2.27,0.34,0.14,0.514,6.2,21.1,34.1,33.9,24.6,19.5,21.9,-,-,-,-,-,-,-,34.2,21.1,17.1,4,2.3,6.7,0.7,14,664,30.4,27.8,19.4,3.8,2.2,2.8,8.8,4.2
56790,Northampton,2017,1335,45,63.6,36723,47647,61.1,550,55,27.3,25907,49623,19.5,1260,54,11.3,540,8930,16.6,61,58,2,14152,32526,1.8,1775,51,102.3,39801,57649,6.63,2.35,0.35,0.13,0.519,7.9,21.4,33.6,30.6,25.3,18.1,25.9,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56790,Northampton,2018,1388,45,65.2,36112,47000,62.7,554,56,20.7,18438,37279,17.7,1239,54,11,427,8918,17.5,42,58,1.7,19265,40189,1.3,1757,51,95.4,39848,54294,7.26,2.24,0.31,0.12,0.525,6.9,20.8,33.2,32.6,26.6,18,22.8,-,-,-,-,4,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56790,Northampton,2019,1298,46,65.6,39750,50557,64.6,477,55,31.4,23059,65838,17.6,1149,54,10,322,8732,15.3,48,58,1.8,12739,37123,1.7,1627,51,107.2,44324,65903,6.86,2.33,0.34,0.13,0.532,7.9,23.9,36.4,29.6,26.4,18.1,25.9,-,-,-,-,4,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56790,Northampton,2020,1362,47,70.7,39486,51944,62.2,496,57,10.6,12275,21360,13.7,1213,55,13.9,501,11422,21.1,60,59,2.3,21721,37592,1.8,1761,52,94.9,40519,53896,7.57,2.25,0.3,0.08,0.547,6.6,20.2,33,32.5,27.9,17.5,22,143,3.3,8319,22842,-,27,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56790,Northampton,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,4.4,5024,26746,-,20,-,30.6,20.6,19.4,4.2,3.5,5.1,1.4,15.2,763,25.1,28.6,25.2,5,3.1,2.5,8,2.8
56790,Northampton,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,12,4484,68030,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56860,Nungarin,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,531,-,-,-,-,-,-,-,-
56860,Nungarin,2016,91,44,3.6,33826,39749,62.2,43,55,3,30794,69803,23.4,81,52,0.1,726,1035,12.6,-,-,-,-,-,1.6,114,47,7.1,45760,62278,-,-,-,-,0.525,-,25.1,36.6,27,26.1,22.5,24.3,-,-,-,-,-,-,-,28.6,20.4,24.8,3.4,3.9,7.8,2.4,10.2,714,30.5,24.2,25.3,5.3,3.2,-,13.7,-
56860,Nungarin,2017,111,45,4.7,35294,42360,66.4,45,54,2,14595,44186,22.1,75,51,0.5,603,7019,9,4,49,0.1,9681,27056,2.5,121,48,6.9,44931,56653,-,-,-,-,0.454,-,14.8,26.1,34.4,19.7,18.9,27,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56860,Nungarin,2018,102,44,4.4,31628,43399,62.8,54,56,1.1,5000,20192,18.2,76,49,0.5,502,6221,14.9,7,49,0.3,10000,45506,4.1,122,47,5.7,40050,46416,-,-,-,-,0.595,-,17.8,31.1,37.2,24,17.4,21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56860,Nungarin,2019,86,45,3.7,37570,42863,59.8,45,53,2.3,35154,51390,29.9,71,47,0.7,422,10214,8.4,-,-,-,-,-,-,105,47,6.6,43346,62813,-,-,-,-,0.519,-,18.7,31.6,32.7,24.3,15.9,27.1,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56860,Nungarin,2020,97,42,5.1,38865,53064,62,42,55,0.6,1659,13573,12.4,77,46,0.8,309,10020,24,4,35,-,6993,6658,1.7,118,46,5.4,31506,45948,-,-,-,-,0.634,-,19.4,35.1,45.5,16.5,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56860,Nungarin,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,22.6,15.7,22.1,4.1,1.4,7.8,-,23,741,16.1,34.4,24.7,3.2,-,3.2,11.8,3.2
56860,Nungarin,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1429,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2016,688,39,82.9,44083,120503,41.6,194,55,35.7,15917,183919,8,959,51,103.1,18642,107504,47.2,29,68,2.2,57856,76060,-,1054,50,227.8,89795,216167,11.69,2.87,0.25,0.1,-,17.1,40.5,56,20.3,13.5,12.3,53.9,-,-,-,-,-,-,-,16.2,11.8,17.3,7.2,22.2,15.5,0.5,9.6,1871,8.1,11.8,25,19.3,20,2.2,12.4,2.6
56930,Peppermint Grove,2017,741,41,101.6,45027,137130,44.4,219,53,43.9,21454,200471,9.5,972,52,101.8,13805,104779,42.1,31,65,2.1,34027,68421,1.3,1100,50,260.3,85705,236678,11.29,3,0.27,0.1,0.719,21.1,44.8,60,19.4,15.8,12.5,52.2,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2018,737,41,123.2,49095,167100,44.5,188,54,45.3,22714,240841,7.5,987,52,151.2,18176,153208,44.8,24,70,1.8,47579,74427,0.9,1107,51,319.5,90486,288603,10.66,2.84,0.27,0.1,0.754,30.5,52.9,65.4,20.2,15.2,11.1,53.5,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2019,703,41,102.7,55126,146129,41.8,171,54,43.7,22769,255693,7.2,954,52,177.5,19027,186077,47.4,20,75,1.7,52740,87094,0.7,1069,51,309.8,101201,289823,10.69,2.6,0.24,0.08,0.753,30.9,53.1,65.2,20.1,12.8,11.4,55.8,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2020,729,41,120.2,55881,164872,42.9,174,56,41.3,24908,237408,7.3,976,53,218,17588,223391,45.2,18,77,1.7,62095,95573,1.1,1109,51,389.3,96244,351014,10.41,2.56,0.25,0.07,0.787,41.7,59.5,70.8,20.9,14,11.2,54,292,74,27536,253373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56930,Peppermint Grove,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,343,41,14484,119470,-,7,-,15.7,8.5,18.6,7.2,30.3,13.3,1.2,5.2,2370,5.5,9.6,19.3,19.5,35,1.9,8.4,1
56930,Peppermint Grove,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370,114.4,21025,309174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57000,Perenjori,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,654,-,-,-,-,-,-,-,-
57000,Perenjori,2016,187,41,8.9,34705,47830,56,118,52,2.7,11232,23253,24.1,190,48,2.2,477,11468,17.9,-,-,-,-,-,1.2,254,47,12.8,40512,50250,7.2,2.14,0.3,0.03,0.669,-,22.2,36,28.8,26.1,21.4,23.7,-,-,-,-,-,-,-,14.7,15.3,27.8,12.7,8.5,6.6,1.9,13.4,885,16.4,25.7,25.7,5.8,5.3,6.4,11.7,3.5
57000,Perenjori,2017,210,35,9.7,35061,46053,54.9,126,52,9.8,39321,77809,32,189,48,1.3,366,6998,12.7,3,53,-,9493,8476,0.4,285,46,20,49923,70207,6.03,2.14,0.35,0.15,0.508,-,22.4,35,26.1,22.9,22.5,28.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57000,Perenjori,2018,193,40,9.2,34408,47509,56.3,122,53,0.8,11007,6912,21,188,50,3.5,905,18373,22.4,3,60,0.2,14717,68926,0.4,272,48,12.5,37204,45937,7.88,2.57,0.33,0.05,0.844,-,23.2,40.6,31.3,26.1,21,21.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57000,Perenjori,2019,172,39,8.7,41075,50601,51.7,121,52,10.7,38461,88155,32.6,198,50,3.2,450,15991,14.9,-,-,-,-,-,-,258,47,21.3,54153,82635,4.94,2.04,0.41,0.18,0.556,-,31.4,42.6,22.6,26.4,23.8,27.2,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57000,Perenjori,2020,173,39,9.2,47122,53152,56.2,112,55,0.7,14622,6638,24.3,185,51,3.1,769,16926,19.5,-,-,-,-,-,-,248,47,12.1,42245,48745,5.76,2.01,0.35,0.01,0.7,-,22.9,35.8,32.3,22.3,26.7,18.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57000,Perenjori,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,0.2,2533,9935,-,-,-,10.9,12.6,25.3,11.5,6.5,2.8,0.7,31.6,1118,15.1,22.3,38.8,8.6,7.9,-,3.6,4.3
57000,Perenjori,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,2.4,1936,109059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57080,Perth,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1309,-,-,-,-,-,-,-,-
57080,Perth,2016,18179,31,1440.6,49810,79243,82.2,1755,39,52.5,10140,29902,4.4,12139,35,138.1,230,11377,11.7,317,59,10.4,19468,32709,-,18261,33,1541.8,52506,84430,7.77,2.34,0.3,0.14,0.567,11.3,28.2,40.9,27,19.7,18.4,34.8,-,-,-,-,-,-,-,19.1,15.5,21.6,8.4,7,11.9,0.6,15.8,1292,14.1,16.9,30.9,14.3,10.6,4.4,7.6,1.2
57080,Perth,2017,18810,32,1405,46659,74692,81.8,1854,38,53.2,8570,28672,4.3,11931,36,130,194,10899,11.7,316,59,9.8,19504,31109,0.9,18880,34,1514.8,49496,80233,7.87,2.3,0.29,0.13,0.573,11.6,28.8,41.6,29.1,20.2,18.3,32.4,-,-,-,-,-,23,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57080,Perth,2018,18748,33,1445.5,50784,77101,81.7,1855,38,52.8,9669,28441,4.3,12051,37,140.2,203,11635,11.8,328,59,12.5,20226,38256,1,18814,35,1561.2,53450,82981,7.93,2.26,0.29,0.11,0.562,11.4,27.8,40.2,27.9,19.6,19.2,33.3,-,-,-,-,-,28,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57080,Perth,2019,18753,33,1439.2,51200,76744,80.8,2009,37,60.5,8572,30109,4.5,12376,37,158.5,167,12803,12.4,334,59,13.1,21011,39097,1.2,18821,35,1585.2,54342,84224,7.42,2.23,0.3,0.12,0.558,11.5,28,40.2,27.6,20.2,19.7,32.5,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57080,Perth,2020,19576,33,1527.9,51921,78051,80.1,2245,37,67.3,9357,29988,5.1,12685,37,141,125,11114,12.6,322,60,11,21223,34288,1.1,19830,35,1656,54587,83512,7.72,2.23,0.29,0.12,0.557,11,27.4,39.7,28.9,19.7,19.4,31.9,1891,68.5,3270,36244,-,21,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57080,Perth,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2913,106.3,3154,36488,-,23,6,17,16.9,26.1,10.8,9.6,8.7,0.5,10.4,1468,10.4,16.5,33.8,16.1,13.8,3.2,5.3,0.9
57080,Perth,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3139,170.2,3343,54214,4,21,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57140,Pingelly,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,528,-,-,-,-,-,-,-,-
57140,Pingelly,2016,464,44,20.3,33662,43684,58,227,54,7.6,17131,33278,19.2,476,53,6.3,870,13138,21.3,-,-,-,-,-,0.9,621,50,33.3,39987,53643,6.45,2.07,0.32,0.11,0.514,6,21.1,32.8,32.2,23.6,20.2,24,-,-,-,-,-,-,-,36.5,19.2,17.7,2.7,1.6,7,1,13.5,586,33.1,23.8,20.2,4.4,1.8,3.1,10.9,4.2
57140,Pingelly,2017,454,46,20.5,34664,45060,57.3,244,55,9.9,20086,40384,22,469,55,6.5,985,13879,18.8,18,59,0.5,14925,29850,1.7,633,51,36.3,44100,57325,7.67,2.02,0.26,0.1,0.509,7.1,20.7,33.2,31.1,22.6,21.2,25.1,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57140,Pingelly,2018,456,46,20.6,35807,45156,56.8,237,56,11.7,28928,49414,22.3,467,54,6.4,1334,13642,19.4,16,61,0.3,20745,19631,1.3,630,51,37.9,47401,60125,6.03,2.01,0.33,0.14,0.479,5.3,19.1,31.5,27.8,23.8,23.1,25.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57140,Pingelly,2019,422,46,19.6,37989,46374,58.4,209,55,10.6,24156,50641,20.6,402,55,7.1,1136,17741,19.4,11,58,0.2,10000,13685,1.2,565,51,36.7,50400,64994,6.61,2.09,0.32,0.12,0.481,5.5,19.4,31.3,26.2,24.7,22.6,26.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57140,Pingelly,2020,470,44,21.6,35926,46035,58.4,223,57,5.2,9731,23182,16.4,439,55,7.7,1057,17573,22.8,16,65,0.3,13772,16226,1.8,620,51,33.7,40807,54341,6.27,2.13,0.34,0.09,0.524,6.6,20.6,33,32.6,27.4,19.7,20.2,74,6,2248,81157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57140,Pingelly,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,4.1,1374,51773,-,-,-,32.8,22.4,21.1,5,3.3,6.1,1.6,8.3,686,27.8,28.2,23.4,4.4,1.9,3.9,6.9,3
57140,Pingelly,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,4,5815,45028,-,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57210,Plantagenet,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,574,-,-,-,-,-,-,-,-
57210,Plantagenet,2016,2270,44,105.3,38819,46395,64,940,54,19.8,9742,21036,17,2115,53,16.2,303,7647,15.9,98,59,1.7,11414,17465,-,2903,49,138,38015,47522,6.12,1.98,0.32,0.1,0.497,6.4,20.2,32,32.4,27.7,22.3,17.6,-,-,-,-,-,-,-,33.2,23.8,17.3,3,1.4,7.6,0.8,13,653,30.9,30.7,21.8,2.5,1.3,1.2,8.9,2.4
57210,Plantagenet,2017,2313,44,109.3,41103,47249,64.5,1012,54,21.1,9107,20856,17.2,2142,53,15.7,224,7307,14.9,100,59,3.2,13533,31796,1.8,3014,49,145.7,39032,48332,6.03,1.96,0.33,0.1,0.503,6.1,19.6,31.6,32.1,27,23,17.9,-,-,-,-,-,37,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57210,Plantagenet,2018,2314,44,112.7,42069,48712,65.5,1005,55,21.2,8474,21123,15.7,2143,53,18.4,234,8582,15.7,94,60,1.8,12587,18790,1.5,3030,49,149.9,40742,49464,6.18,1.93,0.31,0.09,0.5,6.2,19.7,31.8,32.2,27,23.3,17.5,-,-,-,-,-,42,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57210,Plantagenet,2019,2308,43,111.5,41010,48293,67.2,947,55,14.1,5000,14939,13.3,2013,53,16.8,225,8325,16.5,71,59,1.6,15579,22932,1.4,2929,49,141.6,40062,48340,6.74,1.95,0.29,0.07,0.521,6.7,19.8,31.8,32.6,28.6,22,16.7,-,-,-,-,4,36,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57210,Plantagenet,2020,2434,44,123.1,44544,50561,66.3,992,55,19.4,7220,19586,15.6,2037,54,16,148,7868,14.9,82,59,2.1,10257,25709,1.7,3090,49,156,41434,50498,6.65,1.9,0.29,0.08,0.521,7.7,21.1,32.8,33.4,26.9,23.7,16,208,5.6,1825,26888,-,33,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57210,Plantagenet,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,284,10.9,4153,38415,-,27,8,28.9,22.8,20.5,4.4,2.8,6.6,1.1,13,755,24.2,30.3,24,4.6,3.4,1.5,8.5,2.7
57210,Plantagenet,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,327,18.4,3920,56376,-,32,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57280,Port Hedland,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1648,-,-,-,-,-,-,-,-
57280,Port Hedland,2016,9068,36,812.9,79423,89646,92.5,549,40,11.4,6317,20755,2.7,5697,37,-6,13,-1056,4.2,103,56,4,14504,39269,1.7,8301,36,762.6,82349,91866,4.76,1.81,0.38,0.17,0.405,4.1,14.1,24.4,15.7,14.7,18.4,51.3,-,-,-,-,-,-,-,12,11.2,24.7,14.6,10.6,8,0.8,18,1697,7.5,11.5,36.4,21.2,10.6,0.8,8.9,2.9
57280,Port Hedland,2017,9047,36,795.8,79923,87963,93,555,40,12,5975,21663,2.4,5559,38,-9.3,8,-1676,3.8,143,54,3.4,10162,23953,0.5,8606,37,762,81173,88548,4.62,1.74,0.38,0.17,0.398,4,13.8,24,16,15,18.8,50.1,-,-,-,-,-,9,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57280,Port Hedland,2018,9411,36,837.5,81123,88991,93.9,557,40,15.2,6773,27293,2.3,5624,38,-4.6,10,-825,3.2,117,55,2.7,10084,23081,0.5,8774,37,799.6,83516,91129,4.28,1.72,0.4,0.18,0.391,4,13.7,23.9,15.1,15,19.7,50.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57280,Port Hedland,2019,9279,36,850.8,84286,91693,93.2,586,39,14,6300,23960,2.4,5818,37,7.9,13,1364,3.7,133,54,3.1,13735,23329,0.5,8716,37,826.1,86923,94775,4.18,1.72,0.41,0.19,0.382,4,13.4,23.4,14.4,15.1,19.6,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57280,Port Hedland,2020,9939,36,913.2,84767,91883,93.6,565,40,13.9,5716,24674,2.3,5927,38,11.4,15,1929,3.4,129,49,3,10000,23222,0.5,9041,37,876.2,89365,96910,4.05,1.7,0.42,0.2,0.377,3.8,13.3,23.2,14,14.8,20.1,51,460,7.4,2893,16102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57280,Port Hedland,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,785,13.5,3100,17170,-,4,-,10.6,10,25.9,16,12.5,6.5,1.1,17.5,1845,6.5,8.8,33.4,24.5,14.3,1.2,8.8,2.4
57280,Port Hedland,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,887,27.1,3355,30522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57350,Quairading,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,620,-,-,-,-,-,-,-,-
57350,Quairading,2016,370,46,17.4,37061,46981,50.8,217,55,12.7,31951,58420,26.2,437,54,7.1,1815,16310,20.5,-,-,-,-,-,0.4,541,53,36.7,53271,67748,7.21,1.9,0.26,0.09,0.5,5.1,20.8,33.7,26.6,20.3,23.1,29.9,-,-,-,-,-,-,-,33.7,22.6,16.4,4,3.1,5,0.5,14.6,615,35.2,25.6,19,2,5.3,2.5,8.6,2
57350,Quairading,2017,369,44,17.5,38936,47419,50.9,219,56,9.7,26595,44227,26.1,431,54,6.7,1242,15448,20.5,17,57,0.4,16632,26442,2.3,535,53,33.3,49798,62166,4.99,1.88,0.38,0.13,0.479,5,18.4,31.2,24.6,24.6,24.4,26.3,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57350,Quairading,2018,379,43,19,40186,50109,52.7,215,56,14.7,44945,68443,25.5,425,55,6.5,1558,15382,19.5,18,57,0.7,18767,39448,2.2,554,52,39.9,56316,71988,6.74,2.04,0.3,0.14,0.491,4.6,18.9,32.2,26,20.4,22.4,31.2,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57350,Quairading,2019,335,44,15.7,40542,46869,54.2,175,56,15.8,55856,90134,24.4,354,56,6.6,1359,18696,18.6,16,56,0.4,9861,22503,2.3,481,52,38,56390,79104,7.7,2.27,0.29,0.1,0.515,-,20.6,34.1,26.1,20.9,21.9,31.1,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57350,Quairading,2020,341,44,16.4,41493,48158,50.7,204,57,12.6,30620,61824,24.4,385,56,6.6,1890,17013,21.7,23,55,0.7,9932,30896,2.9,518,52,35.7,52016,68866,6.77,1.99,0.29,0.1,0.522,5.9,20.9,35,28.8,21.5,22.8,26.9,70,2.9,3636,41863,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
