title,description,street_address,suburb,postcode,price,bedrooms,bathrooms,parking,primary_property_type,structured_features,video_count,photo_count,date_listed,days_listed,floor_plans_count,virtual_tour,nearby_schools,latitude,longitude
"Brighton VIC 3186 - 2 beds apartment for Rent, Fine Furnished Residences @ Westprecinct - 15940739 | Domain","View this 2 bedroom, 2 bathroom rental apartment in Brighton VIC 3186. Available from Saturday, 18 June 2022. Contact agent for price and full address. 15940739",Brighton VIC 3186,Brighton,3186,Fine Furnished Residences @ Westprecinct,2.0,2.0,1.0,Apartment,"[{'category': 'Indoor', 'name': 'Ducted Cooling', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Ducted Heating', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Ensuite', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Kitchen', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Built in wardrobes', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Air conditioning', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Broadband', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Cable or Satellite', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Dishwasher', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Intercom', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Furnished', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Pets Allowed', 'source': 'advertiser'}
 {'category': 'Outdoor', 'name': 'Courtyard', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Laundry', 'source': 'advertiser'}]",1.0,15.0,2022-06-17T14:58:31.000,811.0,0.0,True,"[{'address': 'Brighton, VIC 3186', 'distance': 311.43164897267394, 'domainSeoUrlSlug': 'firbank-grammar-school-vic-3186-2611', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '2611', 'isRadiusResult': None, 'name': 'Firbank Grammar School', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.firbank.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Brighton, VIC 3186', 'distance': 452.4717964163387, 'domainSeoUrlSlug': 'firbank-grammar-school-second-campus-vic-3186-40868', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Firbank Grammar School - Second Campus', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'Brighton, VIC 3186', 'distance': 740.6803410156222, 'domainSeoUrlSlug': 'st-james-catholic-school-vic-3186-2605', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '2605', 'isRadiusResult': None, 'name': ""St James' School"", 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.stjamesbrighton.catholic.edu.au', 'year': 'Prep-6'}
 {'address': 'Brighton, VIC 3186', 'distance': 845.0888684997251, 'domainSeoUrlSlug': 'brighton-primary-school-vic-3186-44304', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Brighton Primary School', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.brighton.vic.edu.au', 'year': 'Prep-6'}
 {'address': 'Brighton, VIC 3186', 'distance': 891.1195262103314, 'domainSeoUrlSlug': 'star-of-the-sea-college-vic-3186-45675', 'educationLevel': 'secondary', 'gender': 'Girls', 'id': '', 'isRadiusResult': None, 'name': 'Star of the Sea College', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.starmelb.catholic.edu.au', 'year': '7-12'}
 {'address': 'Brighton, VIC 3186', 'distance': 923.9562978715368, 'domainSeoUrlSlug': 'brighton-grammar-school-vic-3186-46200', 'educationLevel': 'combined', 'gender': 'Boys', 'id': '', 'isRadiusResult': None, 'name': 'Brighton Grammar School', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.brightongrammar.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Elsternwick, VIC 3185', 'distance': 1417.2524838775596, 'domainSeoUrlSlug': 'leibler-yavneh-college-vic-3162-2532', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '2532', 'isRadiusResult': None, 'name': 'Leibler Yavneh College', 'postCode': '3185', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.yavneh.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Brighton, VIC 3186', 'distance': 1438.9620131885351, 'domainSeoUrlSlug': 'xavier-college-billilla-annex-campus-vic-3186-52629', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Xavier College - Billilla Annex Campus', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': '', 'year': ''}
 {'address': 'Brighton East, VIC 3187', 'distance': 1760.5242645057501, 'domainSeoUrlSlug': 'melbourne-montessori-school-vic-3187-2613', 'educationLevel': 'combined', 'gender': '', 'id': '2613', 'isRadiusResult': None, 'name': 'Melbourne Montessori School - Brighton East Campus', 'postCode': '3187', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'Brighton, VIC 3186', 'distance': 1814.3965884319825, 'domainSeoUrlSlug': 'st-joan-of-arc-school-vic-3186-2612', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '2612', 'isRadiusResult': None, 'name': 'St Joan of Arc School', 'postCode': '3186', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.sjbrighton.catholic.edu.au', 'year': 'Prep-6'}
 {'address': 'Brighton East, VIC 3187', 'distance': 2441.8283095469706, 'domainSeoUrlSlug': 'brighton-secondary-college-vic-3187-1164', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '1164', 'isRadiusResult': None, 'name': 'Brighton Secondary College', 'postCode': '3187', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.brightonsc.vic.edu.au', 'year': '7-12'}
 {'address': 'East Bentleigh, VIC 3165', 'distance': 6015.6836131248865, 'domainSeoUrlSlug': 'southern-autistic-school-vic-3165-2536', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '2536', 'isRadiusResult': None, 'name': 'Southern Autistic School', 'postCode': '3165', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://southernautistic.vic.edu.au/', 'year': 'U'}]",-37.9081962,144.9957991
"3/767 Glenferrie Road, Hawthorn VIC 3122 - Apartment For Rent | Domain","View this 3 bedroom, 2 bathroom rental apartment at 3/767 Glenferrie Road, Hawthorn VIC 3122. Available from Wednesday, 22 May 2024. Contact agent for price.","767 Glenferrie Road, Hawthorn VIC 3122",Hawthorn,3122,$900.00 per week,3.0,2.0,0.0,Apartment,"[{'category': 'Indoor', 'name': 'Heating', 'source': 'suggested'}
 {'category': 'Outdoor', 'name': 'Balcony / Deck', 'source': 'suggested'}
 {'category': 'Other', 'name': 'Reverse Cycle Air Conditioning', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Ensuite(s)', 'source': 'advertiser'}
 {'category': 'Outdoor', 'name': 'Secure Parking', 'source': 'advertiser'}]",0.0,5.0,2024-04-22T14:33:22.000,136.0,0.0,False,"[{'address': 'Kew, VIC 3101', 'distance': 361.5760735506461, 'domainSeoUrlSlug': 'methodist-ladies-college-vic-3101-2313', 'educationLevel': 'combined', 'gender': 'Girls', 'id': '2313', 'isRadiusResult': None, 'name': ""Methodist Ladies' College"", 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.mlc.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Kew, VIC 3101', 'distance': 598.6843591005338, 'domainSeoUrlSlug': 'xavier-college-vic-3101-2318', 'educationLevel': 'combined', 'gender': 'Boys', 'id': '2318', 'isRadiusResult': None, 'name': 'Xavier College', 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.xavier.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Kew, VIC 3101', 'distance': 738.3233245121565, 'domainSeoUrlSlug': 'ruyton-girls-school-vic-3101-2315', 'educationLevel': 'combined', 'gender': 'Girls', 'id': '2315', 'isRadiusResult': None, 'name': ""Ruyton Girls' School"", 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.ruyton.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Hawthorn, VIC 3122', 'distance': 750.4427108619166, 'domainSeoUrlSlug': 'swinburne-senior-secondary-college-vic-3122-3654', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '3654', 'isRadiusResult': None, 'name': 'Swinburne Senior Secondary College', 'postCode': '3122', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.sssc.vic.edu.au/', 'year': '11-12'}
 {'address': 'Hawthorn, VIC 3122', 'distance': 755.4908817735011, 'domainSeoUrlSlug': 'glenferrie-primary-school-vic-3122-1793', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '1793', 'isRadiusResult': None, 'name': 'Glenferrie Primary School', 'postCode': '3122', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.glenferrieps.vic.edu.au', 'year': 'Prep-6'}
 {'address': 'Kew, VIC 3101', 'distance': 811.3341740555497, 'domainSeoUrlSlug': 'trinity-grammar-school-vic-3101-11618', 'educationLevel': 'combined', 'gender': 'Boys', 'id': '11618', 'isRadiusResult': None, 'name': 'Trinity Grammar School Kew', 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.trinity.vic.edu.au', 'year': 'Prep-12'}
 {'address': 'Hawthorn, VIC 3122', 'distance': 1011.2946721005752, 'domainSeoUrlSlug': 'st-josephs-school-vic-3122-10570', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '10570', 'isRadiusResult': None, 'name': ""St Joseph's School"", 'postCode': '3122', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.sjhawthorn.catholic.edu.au', 'year': 'Prep-6'}
 {'address': 'Kew, VIC 3101', 'distance': 1041.773745262873, 'domainSeoUrlSlug': 'sacred-heart-primary-school-vic-3101-10556', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '10556', 'isRadiusResult': None, 'name': 'Sacred Heart School', 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.shkew.catholic.edu.au', 'year': 'Prep-6'}
 {'address': 'Hawthorn, VIC 3122', 'distance': 1045.1547037504524, 'domainSeoUrlSlug': 'rossbourne-school-vic-3122-2367', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '2367', 'isRadiusResult': None, 'name': 'Rossbourne School', 'postCode': '3122', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.rossbourne.vic.edu.au', 'year': '7-12'}
 {'address': 'Kew, VIC 3101', 'distance': 1057.9785512820124, 'domainSeoUrlSlug': 'carey-baptist-grammar-school-vic-3101-2309', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '2309', 'isRadiusResult': None, 'name': 'Carey Baptist Grammar School', 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://carey.com.au', 'year': 'Prep-12'}
 {'address': 'Hawthorn, VIC 3122', 'distance': 1148.4270714547615, 'domainSeoUrlSlug': 'erasmus-school-vic-3122-2364', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '2364', 'isRadiusResult': None, 'name': 'Erasmus Primary School', 'postCode': '3122', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://erasmus.vic.edu.au', 'year': 'Prep-6'}
 {'address': 'Kew, VIC 3101', 'distance': 1285.5984213213858, 'domainSeoUrlSlug': 'preshil-the-margaret-lyttle-memorial-school-blackhallkalimna-campus-vic-3101-46207', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Preshil, The Margaret Lyttle Memorial School - Blackhall-Kalimna Preshil Senior School', 'postCode': '3101', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'Richmond, VIC 3121', 'distance': 1999.7853848492607, 'domainSeoUrlSlug': 'melbourne-girls-college-vic-3121-2693', 'educationLevel': 'secondary', 'gender': 'Girls', 'id': '2693', 'isRadiusResult': None, 'name': 'Melbourne Girls College', 'postCode': '3121', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.mgc.vic.edu.au', 'year': '7-12'}
 {'address': 'Hawthorn East, VIC 3123', 'distance': 2596.1595080474576, 'domainSeoUrlSlug': 'auburn-high-school-vic-3123-50684', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Auburn High School', 'postCode': '3123', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.auburnhs.vic.edu.au/', 'year': '7-12'}
 {'address': 'Lower Templestowe, VIC 3107', 'distance': 7840.832898945037, 'domainSeoUrlSlug': 'bulleen-heights-school-vic-3107-1192', 'educationLevel': 'secondary', 'gender': '', 'id': '1192', 'isRadiusResult': None, 'name': 'Bulleen Heights School-Manningham Road Campus', 'postCode': '3107', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': '', 'year': ''}
 {'address': 'Bulleen, VIC 3105', 'distance': 7944.461413486063, 'domainSeoUrlSlug': 'bulleen-heights-special-development-school-vic-3105-10562', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '10562', 'isRadiusResult': None, 'name': 'Bulleen Heights School', 'postCode': '3105', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.bulleenheights.vic.edu.au', 'year': 'U'}]",-37.8174901,145.0361874
"314/406 La Trobe St, Melbourne VIC 3000 - Studio For Rent | Domain","View this 1 bedroom, 1 bathroom rental studio at 314/406 La Trobe St, Melbourne VIC 3000. Available from Wednesday, 18 September 2024. Contact agent for price.","406 La Trobe St, Melbourne VIC 3000",Melbourne,3000,$420 weekly,1.0,1.0,0.0,Apartment,"[{'category': 'Indoor', 'name': 'Internal Laundry', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Bath', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Heating', 'source': 'suggested'}]",0.0,6.0,2024-08-28T16:30:56.000,8.0,0.0,False,"[{'address': 'Melbourne, VIC 3000', 'distance': 307.1669514926077, 'domainSeoUrlSlug': 'eltham-college-lonsdale-street-campus-vic-3000-46233', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Eltham College - Lonsdale Street Campus', 'postCode': '3000', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'West Melbourne, VIC 3006', 'distance': 402.9205345053052, 'domainSeoUrlSlug': 'haileybury-college-city-boys-vic-3006-53316', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Haileybury College - City Boys', 'postCode': '3006', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'West Melbourne, VIC 3006', 'distance': 402.9205345053052, 'domainSeoUrlSlug': 'haileybury-college-city-girls-vic-3006-53317', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Haileybury College - City Girls', 'postCode': '3006', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'West Melbourne, VIC 3003', 'distance': 708.398337706278, 'domainSeoUrlSlug': 'simonds-catholic-college-vic-3003-1999', 'educationLevel': 'secondary', 'gender': 'Boys', 'id': '1999', 'isRadiusResult': None, 'name': 'Simonds Catholic College', 'postCode': '3003', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.sccmelb.catholic.edu.au', 'year': '7-12'}
 {'address': 'North Melbourne, VIC 3051', 'distance': 708.7483670622244, 'domainSeoUrlSlug': 'river-nile-school-vic-3051-52480', 'educationLevel': 'secondary', 'gender': 'Girls', 'id': '', 'isRadiusResult': None, 'name': 'River Nile School', 'postCode': '3051', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.rivernileschool.vic.edu.au/', 'year': '11-12'}
 {'address': 'North Melbourne, VIC 3051', 'distance': 879.6304524511623, 'domainSeoUrlSlug': 'st-josephs-flexible-learning-centre-melbourne-vic-3051-50452', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': ""St Joseph's Flexible Learning Centre"", 'postCode': '3051', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.youthplus.edu.au', 'year': '7-12'}
 {'address': 'Melbourne, VIC 3000', 'distance': 965.4936882264136, 'domainSeoUrlSlug': 'ozford-college-vic-3000-40714', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Ozford College', 'postCode': '3000', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.ozford.edu.au', 'year': '10-11'}
 {'address': 'Melbourne, VIC 3000', 'distance': 966.2978864142649, 'domainSeoUrlSlug': 'ozford-college-english-language-centre-vic-3000-52094', 'educationLevel': 'secondary', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Ozford College - Ozford College Campus', 'postCode': '3000', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'North Melbourne, VIC 3051', 'distance': 1513.7456799719198, 'domainSeoUrlSlug': 'north-melbourne-primary-school-vic-3051-3082', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '3082', 'isRadiusResult': None, 'name': 'North Melbourne Primary School', 'postCode': '3051', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.northmelbourneps.vic.edu.au', 'year': 'Prep-6'}
 {'address': 'Parkville, VIC 3052', 'distance': 1575.9235714186432, 'domainSeoUrlSlug': 'university-high-school-vic-3052-3946', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '3946', 'isRadiusResult': None, 'name': 'University High School', 'postCode': '3052', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.unihigh.vic.edu.au', 'year': '7-12'}]",-37.8076903,144.9700627
"47 Robinson Street, Armstrong Creek VIC 3217 - House For Rent | Domain","View this 3 bedroom, 2 bathroom rental house at 47 Robinson Street, Armstrong Creek VIC 3217. Available from Tuesday, 01 October 2024. Contact agent for price.","47 Robinson Street, Armstrong Creek VIC 3217",Armstrong Creek,3217,$500.00 per week,3.0,2.0,1.0,House,"[{'category': 'Outdoor', 'name': 'Secure Parking', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Heating', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Dishwasher', 'source': 'suggested'}]",0.0,12.0,2024-09-03T13:05:02.000,2.0,0.0,False,"[{'address': 'Armstrong Creek, VIC 3217', 'distance': 1189.909270747132, 'domainSeoUrlSlug': 'st-catherine-of-siena-catholic-primary-school-vic-3217-52857', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'St Catherine of Siena Catholic Primary School', 'postCode': '3217', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'https://stcatherine.catholic.edu.au', 'year': 'Prep-6'}
 {'address': 'Armstrong Creek, VIC 3217', 'distance': 2132.188391237222, 'domainSeoUrlSlug': 'armstrong-creek-school-vic-3217-52589', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Armstrong Creek School', 'postCode': '3217', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.armstrongcreekschool.vic.edu.au/', 'year': 'U, Prep-6'}
 {'address': 'Armstrong Creek, VIC 3217', 'distance': 2198.6299933833393, 'domainSeoUrlSlug': 'oberon-high-school-vic-3216-10838', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '10838', 'isRadiusResult': None, 'name': 'Oberon High School', 'postCode': '3217', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'https://www.oberonhs.vic.edu.au/site/', 'year': '7-12'}
 {'address': 'Charlemont, VIC 3217', 'distance': 3588.900080597799, 'domainSeoUrlSlug': 'iona-college-geelong-vic-3217-52858', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Iona College Geelong', 'postCode': '3217', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'https://iona.vic.edu.au/', 'year': '7-10'}
 {'address': 'Armstrong Creek, VIC 3217', 'distance': 3962.0586020005, 'domainSeoUrlSlug': 'geelong-lutheran-college-vic-3217-2687', 'educationLevel': 'combined', 'gender': 'CoEd', 'id': '2687', 'isRadiusResult': None, 'name': 'Geelong Lutheran College - Armstrong Creek Campus', 'postCode': '3217', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'https://www.glc.vic.edu.au/', 'year': 'Prep-12'}]",-38.2464566,144.3802784
"1014/260 Spencer Street, Melbourne VIC 3000 - Apartment For Rent | Domain","View this 1 bedroom, 1 bathroom rental apartment at 1014/260 Spencer Street, Melbourne VIC 3000. Available from Tuesday, 06 September 2022. Contact agent for price.","260 Spencer Street, Melbourne VIC 3000",Melbourne,3000,$625 per week,1.0,1.0,0.0,Apartment,"[{'category': 'Indoor', 'name': 'Fireplace(s)', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Study', 'source': 'suggested'}
 {'category': 'Indoor', 'name': 'Gym', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Intercom', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Floorboards', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Built in wardrobes', 'source': 'advertiser'}
 {'category': 'Indoor', 'name': 'Dishwasher', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Gas Appliances', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Split System Heating', 'source': 'advertiser'}
 {'category': 'Other', 'name': 'Split System Air Conditioning', 'source': 'advertiser'}
 {'category': 'Outdoor', 'name': 'Balcony', 'source': 'advertiser'}
 {'category': 'Outdoor', 'name': 'Swimming Pool', 'source': 'advertiser'}
 {'category': 'Location', 'name': 'City Views', 'source': 'advertiser'}]",0.0,7.0,2024-08-26T15:37:18.000,10.0,0.0,False,"[{'address': 'West Melbourne, VIC 3006', 'distance': 390.87525245754074, 'domainSeoUrlSlug': 'haileybury-college-city-boys-vic-3006-53316', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Haileybury College - City Boys', 'postCode': '3006', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'West Melbourne, VIC 3006', 'distance': 390.87525245754074, 'domainSeoUrlSlug': 'haileybury-college-city-girls-vic-3006-53317', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Haileybury College - City Girls', 'postCode': '3006', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'Melbourne, VIC 3000', 'distance': 736.1731967082526, 'domainSeoUrlSlug': 'eltham-college-lonsdale-street-campus-vic-3000-46233', 'educationLevel': 'combined', 'gender': '', 'id': '', 'isRadiusResult': None, 'name': 'Eltham College - Lonsdale Street Campus', 'postCode': '3000', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': '', 'year': ''}
 {'address': 'West Melbourne, VIC 3003', 'distance': 963.4034818038077, 'domainSeoUrlSlug': 'simonds-catholic-college-vic-3003-1999', 'educationLevel': 'secondary', 'gender': 'Boys', 'id': '1999', 'isRadiusResult': None, 'name': 'Simonds Catholic College', 'postCode': '3003', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.sccmelb.catholic.edu.au', 'year': '7-12'}
 {'address': 'Docklands, VIC 3008', 'distance': 982.2964726880216, 'domainSeoUrlSlug': 'docklands-primary-school-vic-3008-52915', 'educationLevel': 'primary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Docklands Primary School', 'postCode': '3008', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'https://www.docklandsps.vic.edu.au', 'year': 'Prep-6'}
 {'address': 'North Melbourne, VIC 3051', 'distance': 1081.5676174445903, 'domainSeoUrlSlug': 'river-nile-school-vic-3051-52480', 'educationLevel': 'secondary', 'gender': 'Girls', 'id': '', 'isRadiusResult': None, 'name': 'River Nile School', 'postCode': '3051', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.rivernileschool.vic.edu.au/', 'year': '11-12'}
 {'address': 'North Melbourne, VIC 3051', 'distance': 1246.5572119270917, 'domainSeoUrlSlug': 'st-josephs-flexible-learning-centre-melbourne-vic-3051-50452', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': ""St Joseph's Flexible Learning Centre"", 'postCode': '3051', 'state': 'VIC', 'status': 'Open', 'type': 'Catholic', 'url': 'http://www.youthplus.edu.au', 'year': '7-12'}
 {'address': 'Melbourne, VIC 3000', 'distance': 1474.9841983737251, 'domainSeoUrlSlug': 'ozford-college-vic-3000-40714', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '', 'isRadiusResult': None, 'name': 'Ozford College', 'postCode': '3000', 'state': 'VIC', 'status': 'Open', 'type': 'Private', 'url': 'http://www.ozford.edu.au', 'year': '10-11'}
 {'address': 'Parkville, VIC 3052', 'distance': 1974.4218204869424, 'domainSeoUrlSlug': 'university-high-school-vic-3052-3946', 'educationLevel': 'secondary', 'gender': 'CoEd', 'id': '3946', 'isRadiusResult': None, 'name': 'University High School', 'postCode': '3052', 'state': 'VIC', 'status': 'Open', 'type': 'Government', 'url': 'http://www.unihigh.vic.edu.au', 'year': '7-12'}]",-37.8185218,144.9540185
