title,description,street_adress,suburb,postcode,price,bedrooms,bathrooms,parking,primary_property_type,property_features,structured_features,video_count,photo_count,date_listed,days_listed,floor_plans_count,virtual_tour,nbn_details,nearby_schools
"12 Riverview Road, Essendon VIC 3040 - House For Rent | Domain","View this 5 bedroom, 2 bathroom rental house at 12 Riverview Road, Essendon VIC 3040. Available from Tuesday, 13 August 2024. Contact agent for price.","12 Riverview Road, Essendon VIC 3040",Essendon,3040,$2280pw / $9907pcm,5,2,4,House,Air conditioning,"[{'name': 'Gas', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Internal Laundry', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Air conditioning', 'category': 'Indoor', 'source': 'advertiser'}]",0,13,2024-08-05T10:21:05.000,29,0,False,,"[{'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Moonee Ponds Campus', 'distance': 242.50099071686404, 'state': 'VIC', 'postCode': '3039', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Moonee Ponds, VIC 3039', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-moonee-ponds-campus-vic-3039-46182'}, {'id': '2126', 'educationLevel': 'combined', 'name': 'Lowther Hall Anglican Grammar School', 'distance': 248.82230054061387, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-12', 'gender': 'Girls', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': 'http://www.lowtherhall.vic.edu.au', 'domainSeoUrlSlug': 'lowther-hall-anglican-grammar-school-vic-3040-2126'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Columba's College"", 'distance': 315.01360730831146, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.columba.vic.edu.au', 'domainSeoUrlSlug': 'st-columbas-college-vic-3040-45748'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Bernard's College - Resurrection House Campus"", 'distance': 659.0912525870348, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'st-bernard-s-college-resurrection-house-campus-vic-3040-53236'}, {'id': '', 'educationLevel': 'primary', 'name': 'Resurrection House', 'distance': 691.9188398161025, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': '', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'https://www.cem.edu.au/', 'domainSeoUrlSlug': 'resurrection-house-vic-3040-45884'}, {'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Essendon Campus', 'distance': 908.3976397398117, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-essendon-campus-vic-3040-46181'}, {'id': '2130', 'educationLevel': 'primary', 'name': ""St Therese's School"", 'distance': 966.5145627873105, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.stessendon.catholic.edu.au', 'domainSeoUrlSlug': 'st-thereses-primary-school-vic-3040-2130'}, {'id': '10497', 'educationLevel': 'primary', 'name': ""St Monica's Primary School"", 'distance': 966.5306855553569, 'state': 'VIC', 'postCode': '3039', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Moonee Ponds, VIC 3039', 'url': 'http://www.stmonicasmp.catholic.edu.au', 'domainSeoUrlSlug': 'st-monicas-primary-school-vic-3039-10497'}, {'id': '1638', 'educationLevel': 'primary', 'name': 'Essendon Primary School', 'distance': 1055.1843689215407, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon, VIC 3040', 'url': 'http://www.essendonps.vic.edu.au', 'domainSeoUrlSlug': 'essendon-primary-school-vic-3040-1638'}, {'id': '2124', 'educationLevel': 'secondary', 'name': 'Ave Maria College', 'distance': 1291.1029449312443, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.avemaria.vic.edu.au', 'domainSeoUrlSlug': 'ave-maria-college-vic-3040-2124'}, {'id': '2127', 'educationLevel': 'primary', 'name': 'Our Lady of the Nativity School', 'distance': 1441.4567230995483, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.olnaberfeldie.catholic.edu.au', 'domainSeoUrlSlug': 'our-lady-of-the-nativity-school-vic-3040-2127'}, {'id': '1188', 'educationLevel': 'secondary', 'name': 'Buckley Park College', 'distance': 1872.7074629050448, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon, VIC 3040', 'url': 'http://www.buckleyparkco.vic.edu.au', 'domainSeoUrlSlug': 'buckley-park-college-vic-3040-1188'}, {'id': '2036', 'educationLevel': 'combined', 'name': 'Furlong Park School For Deaf Children', 'distance': 7501.11784925895, 'state': 'VIC', 'postCode': '3020', 'year': 'U', 'gender': 'CoEd', 'type': 'Government', 'address': 'Sunshine North, VIC 3020', 'url': 'http://www.furlongpark.vic.edu.au', 'domainSeoUrlSlug': 'furlong-park-special-school-vic-3020-2036'}]"
"28 Violet Street, Essendon VIC 3040 - Apartment For Rent | Domain","View this 3 bedroom, 2 bathroom rental apartment at 28 Violet Street, Essendon VIC 3040. Available from Monday, 02 September 2024. Contact agent for price.","28 Violet Street, Essendon VIC 3040",Essendon,3040,$950 per week,3,2,3,Apartment,,"[{'name': 'Secure Parking', 'category': 'Outdoor', 'source': 'suggested'}, {'name': 'Heating', 'category': 'Indoor', 'source': 'suggested'}]",0,5,2024-09-02T16:36:08.000,1,0,False,,"[{'id': '', 'educationLevel': 'secondary', 'name': ""St Columba's College"", 'distance': 311.7292094208639, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.columba.vic.edu.au', 'domainSeoUrlSlug': 'st-columbas-college-vic-3040-45748'}, {'id': '2130', 'educationLevel': 'primary', 'name': ""St Therese's School"", 'distance': 471.8071343568436, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.stessendon.catholic.edu.au', 'domainSeoUrlSlug': 'st-thereses-primary-school-vic-3040-2130'}, {'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Essendon Campus', 'distance': 563.8873922720494, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-essendon-campus-vic-3040-46181'}, {'id': '2126', 'educationLevel': 'combined', 'name': 'Lowther Hall Anglican Grammar School', 'distance': 618.5236208836907, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-12', 'gender': 'Girls', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': 'http://www.lowtherhall.vic.edu.au', 'domainSeoUrlSlug': 'lowther-hall-anglican-grammar-school-vic-3040-2126'}, {'id': '1638', 'educationLevel': 'primary', 'name': 'Essendon Primary School', 'distance': 681.199344030437, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon, VIC 3040', 'url': 'http://www.essendonps.vic.edu.au', 'domainSeoUrlSlug': 'essendon-primary-school-vic-3040-1638'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Bernard's College - Resurrection House Campus"", 'distance': 752.7582714322134, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'st-bernard-s-college-resurrection-house-campus-vic-3040-53236'}, {'id': '', 'educationLevel': 'primary', 'name': 'Resurrection House', 'distance': 769.9885978366085, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': '', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'https://www.cem.edu.au/', 'domainSeoUrlSlug': 'resurrection-house-vic-3040-45884'}, {'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Moonee Ponds Campus', 'distance': 805.374181454645, 'state': 'VIC', 'postCode': '3039', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Moonee Ponds, VIC 3039', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-moonee-ponds-campus-vic-3039-46182'}, {'id': '10497', 'educationLevel': 'primary', 'name': ""St Monica's Primary School"", 'distance': 1028.3975752152062, 'state': 'VIC', 'postCode': '3039', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Moonee Ponds, VIC 3039', 'url': 'http://www.stmonicasmp.catholic.edu.au', 'domainSeoUrlSlug': 'st-monicas-primary-school-vic-3039-10497'}, {'id': '2124', 'educationLevel': 'secondary', 'name': 'Ave Maria College', 'distance': 1387.291827667305, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.avemaria.vic.edu.au', 'domainSeoUrlSlug': 'ave-maria-college-vic-3040-2124'}, {'id': '2127', 'educationLevel': 'primary', 'name': 'Our Lady of the Nativity School', 'distance': 1522.4758068140184, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.olnaberfeldie.catholic.edu.au', 'domainSeoUrlSlug': 'our-lady-of-the-nativity-school-vic-3040-2127'}, {'id': '1188', 'educationLevel': 'secondary', 'name': 'Buckley Park College', 'distance': 1610.265960103297, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon, VIC 3040', 'url': 'http://www.buckleyparkco.vic.edu.au', 'domainSeoUrlSlug': 'buckley-park-college-vic-3040-1188'}, {'id': '2036', 'educationLevel': 'combined', 'name': 'Furlong Park School For Deaf Children', 'distance': 7653.487164997558, 'state': 'VIC', 'postCode': '3020', 'year': 'U', 'gender': 'CoEd', 'type': 'Government', 'address': 'Sunshine North, VIC 3020', 'url': 'http://www.furlongpark.vic.edu.au', 'domainSeoUrlSlug': 'furlong-park-special-school-vic-3020-2036'}]"
"81 Deakin Street, Essendon VIC 3040 - Townhouse For Rent - $950 | Domain","View this $950/week 4 bedroom, 3 bathroom rental townhouse at 81 Deakin Street, Essendon VIC 3040. Available from Thursday, 26 September 2024","81 Deakin Street, Essendon VIC 3040",Essendon,3040,$950.00,4,3,2,Townhouse/Villa,"Secure Parking, Air conditioning, Alarm System, Intercom, Garden / Courtyard, Outdoor Entertainment Area, Shed, Built in wardrobes, Dishwasher, Floorboards, Gas, Pay TV, Study","[{'name': 'Internal Laundry', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Bath', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Heating', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Balcony / Deck', 'category': 'Outdoor', 'source': 'suggested'}, {'name': 'Secure Parking', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Air conditioning', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Alarm System', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Intercom', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Garden / Courtyard', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Outdoor Entertainment Area', 'category': 'Other', 'source': 'advertiser'}, {'name': 'Shed', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Built in wardrobes', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Dishwasher', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Floorboards', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Gas', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Cable or Satellite', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Study', 'category': 'Indoor', 'source': 'advertiser'}]",0,5,2024-08-30T16:01:05.000,4,0,False,,"[{'id': '2139', 'educationLevel': 'primary', 'name': ""St John Bosco's School"", 'distance': 370.57436429145196, 'state': 'VIC', 'postCode': '3042', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Niddrie, VIC 3042', 'url': 'http://www.sjbniddrie.catholic.edu.au', 'domainSeoUrlSlug': 'st-john-boscos-school-vic-3042-2139'}, {'id': '3421', 'educationLevel': 'secondary', 'name': 'Rosehill Secondary College', 'distance': 526.1157182620988, 'state': 'VIC', 'postCode': '3042', 'year': '7-12', 'gender': 'CoEd', 'type': 'Government', 'address': 'Niddrie, VIC 3042', 'url': 'http://www.rosehillsc.vic.edu.au', 'domainSeoUrlSlug': 'rosehill-secondary-college-vic-3042-3421'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Bernard's College"", 'distance': 812.2474704930383, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Boys', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.sbc.vic.edu.au', 'domainSeoUrlSlug': 'st-bernards-college-vic-3040-45864'}, {'id': '1637', 'educationLevel': 'primary', 'name': 'Essendon North Primary School', 'distance': 1117.9084828526125, 'state': 'VIC', 'postCode': '3041', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon North, VIC 3041', 'url': 'http://www.enps.vic.edu.au/', 'domainSeoUrlSlug': 'essendon-north-primary-school-vic-3041-1637'}, {'id': '2127', 'educationLevel': 'primary', 'name': 'Our Lady of the Nativity School', 'distance': 1185.4993407899647, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.olnaberfeldie.catholic.edu.au', 'domainSeoUrlSlug': 'our-lady-of-the-nativity-school-vic-3040-2127'}, {'id': '2124', 'educationLevel': 'secondary', 'name': 'Ave Maria College', 'distance': 1282.1233965946487, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': 'http://www.avemaria.vic.edu.au', 'domainSeoUrlSlug': 'ave-maria-college-vic-3040-2124'}, {'id': '', 'educationLevel': 'primary', 'name': 'Resurrection House', 'distance': 1656.8482594458712, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': '', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'https://www.cem.edu.au/', 'domainSeoUrlSlug': 'resurrection-house-vic-3040-45884'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Bernard's College - Resurrection House Campus"", 'distance': 1690.3966253905057, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'st-bernard-s-college-resurrection-house-campus-vic-3040-53236'}, {'id': '2130', 'educationLevel': 'primary', 'name': ""St Therese's School"", 'distance': 1735.5324567051848, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.stessendon.catholic.edu.au', 'domainSeoUrlSlug': 'st-thereses-primary-school-vic-3040-2130'}, {'id': '', 'educationLevel': 'primary', 'name': ""St Margaret's Primary School"", 'distance': 2305.5596097413068, 'state': 'VIC', 'postCode': '3032', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Maribyrnong, VIC 3032', 'url': 'http://www.smmaribyrnong.catholic.edu.au', 'domainSeoUrlSlug': 'st-margarets-primary-school-vic-3032-45915'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Columba's College"", 'distance': 2327.1564716893326, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.columba.vic.edu.au', 'domainSeoUrlSlug': 'st-columbas-college-vic-3040-45748'}, {'id': '2109', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School', 'distance': 2447.398630822612, 'state': 'VIC', 'postCode': '3033', 'year': 'Prep-12', 'gender': 'CoEd', 'type': 'Private', 'address': 'Keilor East, VIC 3033', 'url': 'http://www.pegs.vic.edu.au', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-vic-3033-2109'}, {'id': '2036', 'educationLevel': 'combined', 'name': 'Furlong Park School For Deaf Children', 'distance': 5947.963421260434, 'state': 'VIC', 'postCode': '3020', 'year': 'U', 'gender': 'CoEd', 'type': 'Government', 'address': 'Sunshine North, VIC 3020', 'url': 'http://www.furlongpark.vic.edu.au', 'domainSeoUrlSlug': 'furlong-park-special-school-vic-3020-2036'}]"
"1/20 Fletcher St, Essendon VIC 3040 - Townhouse For Rent - $920 | Domain","View this $920/week 4 bedroom, 3 bathroom rental townhouse at 1/20 Fletcher St, Essendon VIC 3040. Available from Wednesday, 28 August 2024","1/20 Fletcher St, Essendon VIC 3040",Essendon,3040,$920.00,4,3,2,Townhouse/Villa,"Secure Parking, Air conditioning, Balcony / Deck, Courtyard, Built in wardrobes, Dishwasher, Floorboards, Study","[{'name': 'Internal Laundry', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Heating', 'category': 'Indoor', 'source': 'suggested'}, {'name': 'Secure Parking', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Air conditioning', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Balcony / Deck', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Courtyard', 'category': 'Outdoor', 'source': 'advertiser'}, {'name': 'Built in wardrobes', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Dishwasher', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Floorboards', 'category': 'Indoor', 'source': 'advertiser'}, {'name': 'Study', 'category': 'Indoor', 'source': 'advertiser'}]",0,14,2024-07-23T11:59:13.000,42,1,False,,"[{'id': '1638', 'educationLevel': 'primary', 'name': 'Essendon Primary School', 'distance': 369.1834103369608, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Government', 'address': 'Essendon, VIC 3040', 'url': 'http://www.essendonps.vic.edu.au', 'domainSeoUrlSlug': 'essendon-primary-school-vic-3040-1638'}, {'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Essendon Campus', 'distance': 391.8004597324608, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-essendon-campus-vic-3040-46181'}, {'id': '10497', 'educationLevel': 'primary', 'name': ""St Monica's Primary School"", 'distance': 473.290553606086, 'state': 'VIC', 'postCode': '3039', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Moonee Ponds, VIC 3039', 'url': 'http://www.stmonicasmp.catholic.edu.au', 'domainSeoUrlSlug': 'st-monicas-primary-school-vic-3039-10497'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Columba's College"", 'distance': 874.7232160087322, 'state': 'VIC', 'postCode': '3040', 'year': '7-12', 'gender': 'Girls', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.columba.vic.edu.au', 'domainSeoUrlSlug': 'st-columbas-college-vic-3040-45748'}, {'id': '2126', 'educationLevel': 'combined', 'name': 'Lowther Hall Anglican Grammar School', 'distance': 934.5987843074852, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-12', 'gender': 'Girls', 'type': 'Private', 'address': 'Essendon, VIC 3040', 'url': 'http://www.lowtherhall.vic.edu.au', 'domainSeoUrlSlug': 'lowther-hall-anglican-grammar-school-vic-3040-2126'}, {'id': '', 'educationLevel': 'combined', 'name': 'Penleigh & Essendon Grammar School - Moonee Ponds Campus', 'distance': 1224.0867486007637, 'state': 'VIC', 'postCode': '3039', 'year': '', 'gender': '', 'type': 'Private', 'address': 'Moonee Ponds, VIC 3039', 'url': '', 'domainSeoUrlSlug': 'penleigh-essendon-grammar-school-moonee-ponds-campus-vic-3039-46182'}, {'id': '2130', 'educationLevel': 'primary', 'name': ""St Therese's School"", 'distance': 1281.168422588508, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'http://www.stessendon.catholic.edu.au', 'domainSeoUrlSlug': 'st-thereses-primary-school-vic-3040-2130'}, {'id': '2132', 'educationLevel': 'primary', 'name': ""St Vincent de Paul's School"", 'distance': 1480.590037161953, 'state': 'VIC', 'postCode': '3041', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Strathmore, VIC 3041', 'url': 'http://www.svstrathmore.catholic.edu.au', 'domainSeoUrlSlug': 'st-vincent-de-paul-school-vic-3041-2132'}, {'id': '', 'educationLevel': 'secondary', 'name': ""St Bernard's College - Resurrection House Campus"", 'distance': 1633.901932671828, 'state': 'VIC', 'postCode': '3040', 'year': '', 'gender': '', 'type': 'Catholic', 'address': 'Aberfeldie, VIC 3040', 'url': '', 'domainSeoUrlSlug': 'st-bernard-s-college-resurrection-house-campus-vic-3040-53236'}, {'id': '', 'educationLevel': 'primary', 'name': 'Resurrection House', 'distance': 1657.8030791100116, 'state': 'VIC', 'postCode': '3040', 'year': 'Prep-6', 'gender': '', 'type': 'Catholic', 'address': 'Essendon, VIC 3040', 'url': 'https://www.cem.edu.au/', 'domainSeoUrlSlug': 'resurrection-house-vic-3040-45884'}, {'id': '10509', 'educationLevel': 'primary', 'name': ""St Joseph's School"", 'distance': 1834.3172035230043, 'state': 'VIC', 'postCode': '3055', 'year': 'Prep-6', 'gender': 'CoEd', 'type': 'Catholic', 'address': 'Brunswick West, VIC 3055', 'url': 'http://www.sjbwickw.catholic.edu.au', 'domainSeoUrlSlug': 'st-josephs-school-vic-3055-10509'}, {'id': '3591', 'educationLevel': 'secondary', 'name': 'Strathmore Secondary College', 'distance': 2067.347044427427, 'state': 'VIC', 'postCode': '3041', 'year': '7-12', 'gender': 'CoEd', 'type': 'Government', 'address': 'Strathmore, VIC 3041', 'url': 'http://www.strathmore.vic.edu.au', 'domainSeoUrlSlug': 'strathmore-secondary-college-vic-3041-3591'}, {'id': '2036', 'educationLevel': 'combined', 'name': 'Furlong Park School For Deaf Children', 'distance': 8563.85343703514, 'state': 'VIC', 'postCode': '3020', 'year': 'U', 'gender': 'CoEd', 'type': 'Government', 'address': 'Sunshine North, VIC 3020', 'url': 'http://www.furlongpark.vic.edu.au', 'domainSeoUrlSlug': 'furlong-park-special-school-vic-3020-2036'}]"
